system,eos,step,pvi,component,mass_rate_kg_s,total_mass_fraction,hydrocarbon_normalized_mass_fraction,reservoir_watercut
lmh,PR,282,0.705,Heavy_squalane,8.87839061293002e-07,0.2028403162438672,0.850414806285985,0.7350948260287885
lmh,PR,283,0.7075,H2O,3.337776617918297e-06,0.7625911159101538,0.0,0.7363669459322306
lmh,PR,283,0.7075,Light_nC4,3.149843253588703e-08,0.007196534569753153,0.03031282758158983,0.7363669459322306
lmh,PR,283,0.7075,Middle_nC10,1.240131563627845e-07,0.028333631073615233,0.11934528559130296,0.7363669459322306
lmh,PR,283,0.7075,Heavy_squalane,8.836007291820495e-07,0.20187871844647778,0.8503418868271071,0.7363669459322306
lmh,PR,284,0.71,H2O,3.342448787442505e-06,0.7636832943919991,0.0,0.7376180846573072
lmh,PR,284,0.71,Light_nC4,3.142434913726698e-08,0.007179840888941438,0.03038228241405525,0.7376180846573072
lmh,PR,284,0.71,Middle_nC10,1.23441676385905e-07,0.028203976211043313,0.11934821170801062,0.7376180846573072
lmh,PR,284,0.71,Heavy_squalane,8.794324748004791e-07,0.20093288850801616,0.8502695058779342,0.7376180846573072
lmh,PR,285,0.7125,H2O,3.347056764579545e-06,0.7647603070376863,0.0,0.7388517244259505
lmh,PR,285,0.7125,Light_nC4,3.135130201368317e-08,0.007163377570331543,0.030451398231841533,0.7388517244259505
lmh,PR,285,0.7125,Middle_nC10,1.228781997196835e-07,0.028076120710091405,0.11935111951786688,0.7388517244259505
lmh,PR,285,0.7125,Heavy_squalane,8.753226316363469e-07,0.2000001946818907,0.8501974822502916,0.7388517244259505
lmh,PR,286,0.715,H2O,3.351613574204542e-06,0.7658252417124821,0.0,0.7400714021261492
lmh,PR,286,0.715,Light_nC4,3.127908039054938e-08,0.00714709759054543,0.030520358568152252,0.7400714021261492
lmh,PR,286,0.715,Middle_nC10,1.223211022466399e-07,0.027949698144065744,0.11935401726666597,0.7400714021261492
lmh,PR,286,0.715,Heavy_squalane,8.712593490980914e-07,0.19907796255290675,0.8501256241651818,0.7400714021261492
lmh,PR,287,0.7175,H2O,3.356132197328757e-06,0.7668811764398968,0.0,0.7412806417416208
lmh,PR,287,0.7175,Light_nC4,3.120747424660469e-08,0.007130954073561971,0.030589353380652475,0.7412806417416208
lmh,PR,287,0.7175,Middle_nC10,1.217687656555126e-07,0.027824343252586772,0.11935691347298276,0.7412806417416208
lmh,PR,287,0.7175,Heavy_squalane,8.672308190134586e-07,0.19816352623395447,0.8500537331463648,0.7412806417416208
lmh,PR,288,0.72,H2O,3.360625329354129e-06,0.7679311216826008,0.0,0.7424828884092688
lmh,PR,288,0.72,Light_nC4,3.113627825785499e-08,0.00711490116994728,0.03065857525374976,0.7424828884092688
lmh,PR,288,0.72,Middle_nC10,1.212196077805446e-07,0.027699698791096405,0.11935981675755632,0.7424828884092688
lmh,PR,288,0.72,Heavy_squalane,8.632254969890718e-07,0.19725427835635553,0.8499816079886939,0.7424828884092688
lmh,PR,289,0.7225,H2O,3.365105146785061e-06,0.7689779673707663,0.0,0.7436814479365479
lmh,PR,289,0.7225,Light_nC4,3.106529530939173e-08,0.007098894863838406,0.03072821575953924,0.7436814479365479
lmh,PR,289,0.7225,Middle_nC10,1.206721100196487e-07,0.02757542181702828,0.11936273568021094,0.7436814479365479
lmh,PR,289,0.7225,Heavy_squalane,8.59232302528073e-07,0.19634771594836697,0.8499090485602498,0.7436814479365479
lmh,PR,290,0.725,H2O,3.369583125868946e-06,0.7700244374583686,0.0,0.7448794349528288
lmh,PR,290,0.725,Light_nC4,3.099433968061613e-08,0.007082893665312196,0.030798462180215386,0.7448794349528288
lmh,PR,290,0.725,Middle_nC10,1.201248415223185e-07,0.027451189082668904,0.11936567859334851,0.7448794349528288
lmh,PR,290,0.725,Heavy_squalane,8.552407954496195e-07,0.1954414797936504,0.849835859226436,0.7448794349528288
lmh,PR,291,0.7275,H2O,3.374069885587638e-06,0.7710730538568452,0.0,0.7460797318024246
lmh,PR,291,0.7275,Light_nC4,3.092323944932768e-08,0.007066859159968706,0.03086949474069161,0.7460797318024246
lmh,PR,291,0.7275,Middle_nC10,1.195764778953496e-07,0.027326701315243968,0.119368653518646,0.7460797318024246
lmh,PR,291,0.7275,Heavy_squalane,8.51241312402895e-07,0.19453338566794204,0.8497618517406624,0.7460797318024246
lmh,PR,292,0.73,H2O,3.378575087300665e-06,0.7721261104604454,0.0,0.74728495898936
lmh,PR,292,0.73,Light_nC4,3.085183833733087e-08,0.007050756404822157,0.030941484428378456,0.74728495898936
lmh,PR,292,0.73,Middle_nC10,1.190258151081816e-07,0.027201686299442543,0.11937166805028296,0.74728495898936
lmh,PR,292,0.73,Heavy_squalane,8.472250682660107e-07,0.19362144683528978,0.8496868475213386,0.74728495898936
lmh,PR,293,0.7325,H2O,3.383107355704766e-06,0.7731856567826718,0.0,0.7484974566177655
lmh,PR,293,0.7325,Light_nC4,3.077999672430933e-08,0.007034554177810264,0.031014591396761527,0.7484974566177655
lmh,PR,293,0.7325,Middle_nC10,1.184717776654641e-07,0.027075900819411143,0.11937472928450404,0.7484974566177655
lmh,PR,293,0.7325,Heavy_squalane,8.431842158365336e-07,0.1927038882201068,0.8496106793187345,0.7484974566177655
lmh,PR,294,0.735,H2O,3.387674250395703e-06,0.7742534896755282,0.0,0.7497192750753746
lmh,PR,294,0.735,Light_nC4,3.070759226278288e-08,0.00701822510420409,0.031088963874199425,0.7497192750753746
lmh,PR,294,0.735,Middle_nC10,1.179134231231588e-07,0.026949131641576512,0.11937784377194478,0.7497192750753746
lmh,PR,294,0.735,Heavy_squalane,8.391118787381678e-07,0.19177915357869119,0.8495331923538558,0.7497192750753746
lmh,PR,295,0.7375,H2O,3.392282254100584e-06,0.7753311508719302,0.0,0.7509521723738518
lmh,PR,295,0.7375,Light_nC4,3.063452002394286e-08,0.007001745694321738,0.031164737441328486,0.7509521723738518
lmh,PR,295,0.7375,Middle_nC10,1.173499432670013e-07,0.026821195806444837,0.11938101748656633,0.7509521723738518
lmh,PR,295,0.7375,Heavy_squalane,8.350021600238254e-07,0.19084590762730327,0.8494542450721052,0.7509521723738518
lmh,PR,296,0.74,H2O,3.396936774941345e-06,0.7764199278164534,0.0,0.7521976152472902
lmh,PR,296,0.74,Light_nC4,3.056069242135614e-08,0.006985096331155556,0.031242034511113258,0.7521976152472902
lmh,PR,296,0.74,Middle_nC10,1.167806635727587e-07,0.026691940530180893,0.11938425580374766,0.7521976152472902
lmh,PR,296,0.74,Heavy_squalane,8.308501382405275e-07,0.18990303532221012,0.849373709685139,0.7521976152472902
lmh,PR,297,0.7425,H2O,3.401642158348625e-06,0.7775208554200129,0.0,0.7534567813070268
lmh,PR,297,0.7425,Light_nC4,3.048603912359047e-08,0.006968261243930861,0.031320963846234076,0.7534567813070268
lmh,PR,297,0.7425,Middle_nC10,1.162050423797455e-07,0.02656124299655351,0.11938756348015371,0.7534567813070268
lmh,PR,297,0.7425,Heavy_squalane,8.26651861365774e-07,0.18894964033950273,0.8492914726736122,0.7534567813070268
lmh,PR,298,0.745,H2O,3.406401692409972e-06,0.7786347169225657,0.0,0.7547305601795062
lmh,PR,298,0.745,Light_nC4,3.041050700149867e-08,0.00695122849526045,0.031401619976827555,0.7547305601795062
lmh,PR,298,0.745,Middle_nC10,1.156226704304905e-07,0.026429010254742712,0.11939094462927934,0.7547305601795062
lmh,PR,298,0.745,Heavy_squalane,8.224043434328495e-07,0.1879850443274312,0.8492074353938931,0.7547305601795062
lmh,PR,299,0.7475,H2O,3.411217578954829e-06,0.7797620400707419,0.0,0.7560195492980005
lmh,PR,299,0.7475,Light_nC4,3.03340602646204e-08,0.00693399003965512,0.03148408222579961,0.7560195492980005
lmh,PR,299,0.7475,Middle_nC10,1.150332723745972e-07,0.02629517967315125,0.11939440267970809,0.7560195492980005
lmh,PR,299,0.7475,Heavy_squalane,8.181055755773408e-07,0.18700879021645167,0.8491215150944924,0.7560195492980005
lmh,PR,300,0.75,H2O,3.416090955170411e-06,0.7809030983576526,0.0,0.7573240554815136
lmh,PR,300,0.75,Light_nC4,3.025668051398271e-08,0.006916541704964076,0.031568414035606035,0.7573240554815136
lmh,PR,300,0.75,Middle_nC10,1.14436706608911e-07,0.02615971879246592,0.11939794034681923,0.7573240554815136
lmh,PR,300,0.75,Heavy_squalane,8.137545247632144e-07,0.18602064114491745,0.8490336456175748,0.7573240554815136
lmh,PR,301,0.7525,H2O,3.421021877543968e-06,0.7820579089041321,0.0,0.7586440926841918
lmh,PR,301,0.7525,Light_nC4,3.017836681217796e-08,0.006898883224978858,0.0316546619805726,0.7586440926841918
lmh,PR,301,0.7525,Middle_nC10,1.138329660725321e-07,0.026022625577288582,0.11940155959062453,0.7586440926841918
lmh,PR,301,0.7525,Heavy_squalane,8.093511396224776e-07,0.18502058229360038,0.8489437784288029,0.7586440926841918
lmh,PR,302,0.755,H2O,3.426009309013048e-06,0.7832262281761386,0.0,0.759979377282379
lmh,PR,302,0.755,Light_nC4,3.009913600983178e-08,0.006881018304977219,0.031742854530244384,0.759979377282379
lmh,PR,302,0.755,Middle_nC10,1.132221805900078e-07,0.025883928924564314,0.11940526156271432,0.759979377282379
lmh,PR,302,0.755,Heavy_squalane,8.048963675140297e-07,0.18400882459431978,0.8488518839070412,0.759979377282379
lmh,PR,303,0.7575,H2O,3.431051108586815e-06,0.7844075513014281,0.0,0.7613293274785553
lmh,PR,303,0.7575,Light_nC4,3.00190227142329e-08,0.006862954632416421,0.031833000987951034,0.7613293274785553
lmh,PR,303,0.7575,Middle_nC10,1.126046168993128e-07,0.02574368874487736,0.11940904656113722,0.7613293274785553
lmh,PR,303,0.7575,Heavy_squalane,8.003921547689967e-07,0.18298580532127812,0.8487579524509118,0.7613293274785553
lmh,PR,304,0.76,H2O,3.436144049914903e-06,0.7856011166953399,0.0,0.7626930687696712
lmh,PR,304,0.76,Light_nC4,2.993807895516177e-08,0.00684470380671928,0.03192509075242234,0.7626930687696712
lmh,PR,304,0.76,Middle_nC10,1.119806761181395e-07,0.025601995413692923,0.11941291399970856,0.7626930687696712
lmh,PR,304,0.76,Heavy_squalane,7.958414282048055e-07,0.18195218408424785,0.848661995247869,0.7626930687696712
lmh,PR,305,0.7625,H2O,3.441283894250091e-06,0.7868059172084859,0.0,0.764069446857769
lmh,PR,305,0.7625,Light_nC4,2.985637364055457e-08,0.00682628116966063,0.032019093026780486,0.764069446857769
lmh,PR,305,0.7625,Middle_nC10,1.113508886629562e-07,0.025458968448614193,0.11941686239721264,0.764069446857769
lmh,PR,305,0.7625,Heavy_squalane,7.912480578888182e-07,0.18090883317323925,0.8485640445760069,0.764069446857769
lmh,PR,306,0.765,H2O,3.446465425483101e-06,0.7880207185113796,0.0,0.765457048811231
lmh,PR,306,0.765,Light_nC4,2.977399092328399e-08,0.006807705525445315,0.03211495707334383,0.765457048811231
lmh,PR,306,0.765,Middle_nC10,1.107159031429264e-07,0.02531475432778949,0.11942088939077963,0.765457048811231
lmh,PR,306,0.765,Heavy_squalane,7.866167763642198e-07,0.17985682163538566,0.8484641535358766,0.765457048811231
lmh,PR,307,0.7675,H2O,3.451682600524985e-06,0.789244084723041,0.0,0.7668542324755337
lmh,PR,307,0.7675,Light_nC4,2.969102881515264e-08,0.006788998750388132,0.03221261306695262,0.7668542324755337
lmh,PR,307,0.7675,Middle_nC10,1.100764742274609e-07,0.025169523448644485,0.11942499177576416,0.7668542324755337
lmh,PR,307,0.7675,Heavy_squalane,7.819530898643024e-07,0.17879739307792647,0.8483623951572832,0.7668542324755337
lmh,PR,308,0.77,H2O,3.456928652325969e-06,0.7904744105652342,0.0,0.7682591633060429
lmh,PR,308,0.77,Light_nC4,2.960759670776637e-08,0.006770185303094858,0.032311973546327644,0.7682591633060429
lmh,PR,308,0.77,Middle_nC10,1.094334446742796e-07,0.025023466312161385,0.11942916557193246,0.7682591633060429
lmh,PR,308,0.77,Heavy_squalane,7.772631473830307e-07,0.17773193781950952,0.8482588608817399,0.7682591633060429
lmh,PR,309,0.7725,H2O,3.46219627293273e-06,0.7917099586621624,0.0,0.7696698570403065
lmh,PR,309,0.7725,Light_nC4,2.952381305021897e-08,0.006751291656188677,0.032412935408843546,0.7696698570403065
lmh,PR,309,0.7725,Middle_nC10,1.087877265532616e-07,0.024876789096499277,0.11943340611349826,0.7696698570403065
lmh,PR,309,0.7725,Heavy_squalane,7.725536035197089e-07,0.1766619605851495,0.8481536584776582,0.7696698570403065
lmh,PR,310,0.775,H2O,3.467477765654858e-06,0.7929489001573334,0.0,0.7710842261183183
lmh,PR,310,0.775,Light_nC4,2.943980241675699e-08,0.0067323456774373664,0.03251538235031411,0.7710842261183183
lmh,PR,310,0.775,Middle_nC10,1.081402793120045e-07,0.024729708836926413,0.1194377081586041,0.7710842261183183
lmh,PR,310,0.775,Heavy_squalane,7.678314585563427e-07,0.17558904532830283,0.8480469094910819,0.7710842261183183
lmh,PR,311,0.7775,H2O,3.472765220374158e-06,0.7941893565959313,0.0,0.7725001275071172
lmh,PR,311,0.7775,Light_nC4,2.935569264572181e-08,0.006713375991545392,0.03261918762075388,0.7725001275071172
lmh,PR,311,0.7775,Middle_nC10,1.074920877735415e-07,0.024582448455534974,0.11944206601245672,0.7725001275071172
lmh,PR,311,0.7775,Heavy_squalane,7.631038979310681e-07,0.17451481895698845,0.8479387463667895,0.7725001275071172
lmh,PR,312,0.78,H2O,3.478050715516928e-06,0.7954294410342067,0.0,0.7739154096036742
lmh,PR,312,0.78,Light_nC4,2.927161228575159e-08,0.0066944113536782845,0.03272421695243874,0.7739154096036742
lmh,PR,312,0.78,Middle_nC10,1.068441414776073e-07,0.024435231882661498,0.11944647365776302,0.7739154096036742
lmh,PR,312,0.78,Heavy_squalane,7.583781413325833e-07,0.1734409157294536,0.8478293093897982,0.7739154096036742
lmh,PR,313,0.7825,H2O,3.483326439996661e-06,0.7966672965427332,0.0,0.7753279561272914
lmh,PR,313,0.7825,Light_nC4,2.918768763675126e-08,0.006675480062651455,0.03283033151651573,0.7753279561272914
lmh,PR,313,0.7825,Middle_nC10,1.061974132591761e-07,0.02428827948755223,0.11945092488605376,0.7753279561272914
lmh,PR,313,0.7825,Heavy_squalane,7.536612866517589e-07,0.1723689439070632,0.8477187435974305,0.7753279561272914
lmh,PR,314,0.785,H2O,3.488584866217665e-06,0.7979011306149103,0.0,0.7767357253074124
lmh,PR,314,0.785,Light_nC4,2.910404065046155e-08,0.006656609436491395,0.032937390776825885,0.7767357253074124
lmh,PR,314,0.785,Middle_nC10,1.055528421109875e-07,0.024141803994949515,0.1194554134241516,0.7767357253074124
lmh,PR,314,0.785,Heavy_squalane,7.489601847731959e-07,0.17130045595364884,0.8476071957990224,0.7767357253074124
lmh,PR,315,0.7875,H2O,3.493818860958692e-06,0.7991292444243839,0.0,0.7781367831682305
lmh,PR,315,0.7875,Light_nC4,2.902078684128771e-08,0.006637825366457528,0.03304525513152051,0.7781367831682305
lmh,PR,315,0.7875,Middle_nC10,1.049113175052541e-07,0.0239960070129496,0.11945993305091399,0.7781367831682305
lmh,PR,315,0.7875,Heavy_squalane,7.442813252603604e-07,0.17023692319620892,0.8474948118175655,0.7781367831682305
lmh,PR,316,0.79,H2O,3.499021778083448e-06,0.8003500563136924,0.0,0.7795293302120581
lmh,PR,316,0.79,Light_nC4,2.893803364432701e-08,0.006619151958959968,0.033153788259314816,0.7795293302120581
lmh,PR,316,0.79,Middle_nC10,1.042736669476259e-07,0.02385107624545264,0.11946447770066863,0.7795293302120581
lmh,PR,316,0.79,Heavy_squalane,7.396307455860233e-07,0.16917971548189498,0.8473817340400165,0.7795293302120581
lmh,PR,317,0.7925,H2O,3.504187556654971e-06,0.8015621193183177,0.0,0.7809117212855373
lmh,PR,317,0.7925,Light_nC4,2.885587943273493e-08,0.00660061126835805,0.033262859115826826,0.7809117212855373
lmh,PR,317,0.7925,Middle_nC10,1.036406475743301e-07,0.02370718341243815,0.11946904155092883,0.7809117212855373
lmh,PR,317,0.7925,Heavy_squalane,7.350139696779596e-07,0.16813008600088603,0.8472680993332444,0.7809117212855373
lmh,PR,318,0.795,H2O,3.509310738088674e-06,0.8027641328835089,0.0,0.7822824788148864
lmh,PR,318,0.795,Light_nC4,2.877441246210893e-08,0.006582223118252014,0.03337234355232373,0.7822824788148864
lmh,PR,318,0.795,Middle_nC10,1.030129391045044e-07,0.02356448285940292,0.11947361909325192,0.7822824788148864
lmh,PR,318,0.795,Heavy_squalane,7.304359566944382e-07,0.16708916113883626,0.8471540373544244,0.7822824788148864
lmh,PR,319,0.7975,H2O,3.514386512538429e-06,0.8039549492076814,0.0,0.7836402999111843
lmh,PR,319,0.7975,Light_nC4,2.86937106107388e-08,0.00656400500466699,0.03348212555297102,0.7836402999111843
lmh,PR,319,0.7975,Middle_nC10,1.02391141162935e-07,0.023423110804481787,0.11947820518710872,0.7836402999111843
lmh,PR,319,0.7975,Heavy_squalane,7.259010813727562e-07,0.16605793498316979,0.8470396692599204,0.7836402999111843
lmh,PR,320,0.8,H2O,3.519410721454215e-06,0.8051335748375107,0.0,0.7849840580638258
lmh,PR,320,0.8,Light_nC4,2.86138412446716e-08,0.006545972071607545,0.03359209810591633,0.7849840580638258
lmh,PR,320,0.8,Middle_nC10,1.017757723739041e-07,0.023283185149072745,0.11948279509750366,0.7849840580638258
lmh,PR,320,0.8,Heavy_squalane,7.214131274442712e-07,0.16503726794180903,0.84692510679658,0.7849840580638258
lmh,PR,321,0.8025,H2O,3.524379846911205e-06,0.8062991682537882,0.0,0.7863128002693047
lmh,PR,321,0.8025,Light_nC4,2.85348613854014e-08,0.006528137147717028,0.0337021637381002,0.7863128002693047
lmh,PR,321,0.8025,Middle_nC10,1.011672716627877e-07,0.023144805764253908,0.11948738451767928,0.7863128002693047
lmh,PR,321,0.8025,Heavy_squalane,7.169752971354054e-07,0.16402788883424088,0.8468104517442205,0.7863128002693047
lmh,PR,322,0.805,H2O,3.529290980923663e-06,0.8074510342243452,0.0,0.787625740483494
lmh,PR,322,0.805,Light_nC4,2.845681804523663e-08,0.006510510832220133,0.033812234752825146,0.787625740483494
lmh,PR,322,0.805,Middle_nC10,1.005660010651535e-07,0.023008055160873446,0.11949196957869357,0.787625740483494
lmh,PR,322,0.805,Heavy_squalane,7.125902317057484e-07,0.16303039978256118,0.8466957956684813,0.787625740483494
lmh,PR,323,0.8075,H2O,3.534141806709731e-06,0.8085886156895563,0.0,0.7889222502724165
lmh,PR,323,0.8075,Light_nC4,2.837974891041925e-08,0.0064931016184823515,0.03392223321446445,0.7889222502724165
lmh,PR,323,0.8075,Middle_nC10,9.997225046368786e-08,0.022872999452464328,0.11949654684784777,0.7889222502724165
lmh,PR,323,0.8075,Heavy_squalane,7.082600459177141e-07,0.16204528323949702,0.8465812199376878,0.7889222502724165
lmh,PR,324,0.81,H2O,3.538930530195745e-06,0.8097114838918587,0.0,0.7902018474737138
lmh,PR,324,0.81,Light_nC4,2.830368280090262e-08,0.006475916044346795,0.034032090726202925,0.7902018474737138
lmh,PR,324,0.81,Middle_nC10,9.938624203020618e-08,0.022739689526559446,0.11950111331803348,0.7902018474737138
lmh,PR,324,0.81,Heavy_squalane,7.039863606082183e-07,0.16107291053723516,0.8464667959557636,0.7902018474737138
lmh,PR,325,0.8125,H2O,3.543655870375222e-06,0.8108193273832247,0.0,0.7914641835920972
lmh,PR,325,0.8125,Light_nC4,2.822864071721714e-08,0.00645895885958395,0.034141748045625725,0.7914641835920972
lmh,PR,325,0.8125,Middle_nC10,9.880813705512995e-08,0.022608162349169326,0.11950566638996385,0.7914641835920972
lmh,PR,325,0.8125,Heavy_squalane,6.997703522988334e-07,0.16011355140802208,0.8463525855644104,0.7914641835920972
lmh,PR,326,0.815,H2O,3.548316966601043e-06,0.8119119404518206,0.0,0.7927090305455057
lmh,PR,326,0.815,Light_nC4,2.815463627921159e-08,0.0064422332022008675,0.034251154579808214,0.7927090305455057
lmh,PR,326,0.815,Middle_nC10,9.823804079910221e-08,0.022478442338196028,0.11951020384916082,0.7927090305455057
lmh,PR,326,0.815,Heavy_squalane,6.956127888574053e-07,0.15916738400778258,0.846238641571031,0.7927090305455057
lmh,PR,327,0.8175,H2O,3.552913384424003e-06,0.8129892114055199,0.0,0.7939362672600921
lmh,PR,327,0.8175,Light_nC4,2.808167696570245e-08,0.0064257407769573865,0.03436026779658771,0.7939362672600921
lmh,PR,327,0.8175,Middle_nC10,9.767601019206206e-08,0.02235054275384648,0.11951472383933998,0.7939362672600921
lmh,PR,327,0.8175,Heavy_squalane,6.915140853425424e-07,0.15823450506367623,0.8461250083640723,0.7939362672600921
lmh,PR,328,0.82,H2O,3.557445000146429e-06,0.8140511110680305,0.0,0.795145866518856
lmh,PR,328,0.82,Light_nC4,2.800976436666775e-08,0.006409482030643082,0.03446905258459506,0.795145866518856
lmh,PR,328,0.82,Middle_nC10,9.712205801594614e-08,0.02222446706381697,0.11951922483359353,0.795145866518856
lmh,PR,328,0.82,Heavy_squalane,6.87474334921109e-07,0.1573149398375094,0.8460117225818113,0.795145866518856
lmh,PR,329,0.8225,H2O,3.561912015805434e-06,0.8150976817467757,0.0,0.7963378823579997
lmh,PR,329,0.8225,Light_nC4,2.793889542239273e-08,0.006393456320174829,0.034577480588528754,0.7963378823579997
lmh,PR,329,0.8225,Middle_nC10,9.657616039528716e-08,0.022100210252499194,0.11952370560456083,0.7963378823579997
lmh,PR,329,0.8225,Heavy_squalane,6.834933631549157e-07,0.1564086516805503,0.8458988138069105,0.7963378823579997
lmh,PR,330,0.825,H2O,3.566314881891493e-06,0.8161290268588406,0.0,0.7975124382221345
lmh,PR,330,0.825,Light_nC4,2.786906286357181e-08,0.00637766207067263,0.034685529541285676,0.7975124382221345
lmh,PR,330,0.825,Middle_nC10,9.603826131035301e-08,0.021977760052096878,0.11952816519453754,0.7975124382221345
lmh,PR,330,0.825,Heavy_squalane,6.795707611296215e-07,0.1555155510183899,0.8457863052641768,0.7975124382221345
lmh,PR,331,0.8275,H2O,3.570654259750725e-06,0.8171453013362792,0.0,0.7986697160153629
lmh,PR,331,0.8275,Light_nC4,2.78002558873376e-08,0.006362096921663332,0.034793182609781065,0.7986697160153629
lmh,PR,331,0.8275,Middle_nC10,9.550827771021252e-08,0.02185709808125446,0.11953260288624452,0.7986697160153629
lmh,PR,331,0.8275,Heavy_squalane,6.757059227437444e-07,0.15463550366080314,0.8456742145039745,0.7986697160153629
lmh,PR,332,0.83,H2O,3.5749309973616e-06,0.8181467028778673,0.0,0.7998099461233108
lmh,PR,332,0.83,Light_nC4,2.77324608509232e-08,0.006346757860394406,0.034900427766959445,0.7998099461233108
lmh,PR,332,0.83,Middle_nC10,9.498610443704724e-08,0.021738200883244185,0.11953701817484678,0.7998099461233108
lmh,PR,332,0.83,Heavy_squalane,6.718980805623641e-07,0.15376833837849407,0.8455625540581937,0.7998099461233108
lmh,PR,333,0.8325,H2O,3.57914608275403e-06,0.8191334640735668,0.0,0.8009333984351049
lmh,PR,333,0.8325,Light_nC4,2.766566170227853e-08,0.006331641341846906,0.035007257198878816,0.8009333984351049
lmh,PR,333,0.8325,Middle_nC10,9.447161799053861e-08,0.02162104086058415,0.11954141074155598,0.8009333984351049
lmh,PR,333,0.8325,Heavy_squalane,6.681463333622662e-07,0.1529138537240022,0.8454513320595652,0.8009333984351049
lmh,PR,334,0.835,H2O,3.583300619252284e-06,0.8201058453971612,0.0,0.8020403743589797
lmh,PR,334,0.835,Light_nC4,2.759984049360309e-08,0.006316743395522393,0.03511366675292023,0.8020403743589797
lmh,PR,334,0.835,Middle_nC10,9.39646803264202e-08,0.021505587106630454,0.11954578042910509,0.8020403743589797
lmh,PR,334,0.835,Heavy_squalane,6.644496738185286e-07,0.15207182410068598,0.8453405528179747,0.8020403743589797
lmh,PR,335,0.8375,H2O,3.58739581456756e-06,0.821064129034886,0.0,0.8031311997939784
lmh,PR,335,0.8375,Light_nC4,2.753497791629789e-08,0.006302059719486296,0.03521965543015672,0.8031311997939784
lmh,PR,335,0.8375,Middle_nC10,9.346514247987104e-08,0.02139180613795958,0.11955012721921039,0.8031311997939784
lmh,PR,335,0.8375,Heavy_squalane,6.608070148525522e-07,0.15124200510766803,0.8452302173506329,0.8031311997939784
lmh,PR,336,0.84,H2O,3.591432922219012e-06,0.822008613505528,0.0,0.804206219006137
lmh,PR,336,0.84,Light_nC4,2.747105338944818e-08,0.006287585762354822,0.03532522492345492,0.804206219006137
lmh,PR,336,0.84,Middle_nC10,9.297284643792582e-08,0.021279662532826017,0.11955445121209225,0.804206219006137
lmh,PR,336,0.84,Heavy_squalane,6.572172035052817e-07,0.15042413819929124,0.8451203238644528,0.804206219006137
lmh,PR,337,0.8425,H2O,3.595413260694087e-06,0.8229396090135946,0.0,0.8052657893419636
lmh,PR,337,0.8425,Light_nC4,2.740804567312877e-08,0.006273316794108142,0.03543037920090101,0.8052657893419636
lmh,PR,337,0.8425,Middle_nC10,9.248762858343673e-08,0.02116911948262514,0.11955875260803236,0.8052657893419636
lmh,PR,337,0.8425,Heavy_squalane,6.536790458365169e-07,0.1496179547096722,0.8450108681910666,0.8052657893419636
lmh,PR,338,0.845,H2O,3.599338179662543e-06,0.8238574334735838,0.0,0.8063102767080389
lmh,PR,338,0.845,Light_nC4,2.734593300620016e-08,0.006259247966675045,0.03553512413330447,0.8063102767080389
lmh,PR,338,0.845,Middle_nC10,9.200932132309519e-08,0.021060139263712748,0.11956303169089076,0.8063102767080389
lmh,PR,338,0.845,Heavy_squalane,6.501913189038855e-07,0.1488231792960285,0.8449018441758047,0.8063102767080389
lmh,PR,339,0.8475,H2O,3.603209033185436e-06,0.8247624091402672,0.0,0.8073400517420213
lmh,PR,339,0.8475,Light_nC4,2.728469323919872e-08,0.006245374365283619,0.03563946716365591,0.8073400517420213
lmh,PR,339,0.8475,Middle_nC10,9.153775452755011e-08,0.020952683637310156,0.11956728881351439,0.8073400517420213
lmh,PR,339,0.8475,Heavy_squalane,6.467527813439393e-07,0.1480395328571391,0.8447932440228296,0.8073400517420213
lmh,PR,340,0.85,H2O,3.607027196589526e-06,0.8256548597805462,0.0,0.808355486601334
lmh,PR,340,0.85,Light_nC4,2.722430424460906e-08,0.006231691051555875,0.035743417015879214,0.808355486601334
lmh,PR,340,0.85,Middle_nC10,9.10727577444412e-08,0.020846714185136013,0.1195715243848815,0.808355486601334
lmh,PR,340,0.85,Heavy_squalane,6.433621893498609e-07,0.147266734982762,0.8446850585992394,0.808355486601334
lmh,PR,341,0.8525,H2O,3.610794027449274e-06,0.8265351083246476,0.0,0.8093569522982282
lmh,PR,341,0.8525,Light_nC4,2.716474385459653e-08,0.00621819309929765,0.03584698343994179,0.8093569522982282
lmh,PR,341,0.8525,Middle_nC10,9.061416068015063e-08,0.020742192588155732,0.11957573885887941,0.8093569522982282
lmh,PR,341,0.8525,Heavy_squalane,6.400183003572203e-07,0.14650450598789894,0.8445772777011789,0.8093569522982282
lmh,PR,342,0.855,H2O,3.614510885452446e-06,0.8274034749384842,0.0,0.8103448165147836
lmh,PR,342,0.855,Light_nC4,2.710599020267986e-08,0.006204875623867004,0.03595017699026966,0.8103448165147836
lmh,PR,342,0.855,Middle_nC10,9.016179491261e-08,0.020639080855346877,0.11957993272454832,0.8103448165147836
lmh,PR,342,0.855,Heavy_squalane,6.367198853770257e-07,0.1457525685823019,0.844469890285182,0.8103448165147836
lmh,PR,343,0.8575,H2O,3.618179103003669e-06,0.8282602754619489,0.0,0.8113194418346802
lmh,PR,343,0.8575,Light_nC4,2.704802165672259e-08,0.006191733805963307,0.0360530088342575,0.8113194418346802
lmh,PR,343,0.8575,Middle_nC10,8.971549412750187e-08,0.020537341509037566,0.11958410649766273,0.8113194418346802
