system,eos,pvi,mu_o_min_mPa_s,mu_o_avg_mPa_s,mu_o_max_mPa_s,mu_w_min_mPa_s,mu_w_avg_mPa_s,mu_w_max_mPa_s
binary,PR,0.2425,0.9360607149502679,0.9361246245030191,0.93617191729315,0.06617113555345942,0.06617258514615032,0.06617289674875465
binary,PR,0.245,0.9360614247174377,0.9361249912047072,0.9361719562664038,0.06617114679528051,0.06617258390121263,0.06617289736596517
binary,PR,0.2475,0.9360621367565573,0.9361253583235031,0.9361719975150621,0.06617115807307751,0.0661725826759893,0.0661728980192096
binary,PR,0.25,0.936062851060674,0.9361257258351893,0.936172041030039,0.06617116938673973,0.06617258147082912,0.06617289870834557
binary,PR,0.2525,0.936063567615412,0.9361260937141319,0.9361720868083014,0.06617118073603927,0.06617258028609851,0.06617289943332479
binary,PR,0.255,0.9360642864001257,0.9361264619342597,0.936172134847791,0.06617119212065042,0.06617257912215332,0.0661729001941144
binary,PR,0.2575,0.9360650073880736,0.9361268304709289,0.9361721851391943,0.06617120354014865,0.06617257797929278,0.06617290099056654
binary,PR,0.26,0.9360657305368291,0.9361271992991269,0.9361722376756131,0.06617121499386139,0.06617257685781157,0.06617290182257292
binary,PR,0.2625,0.9360664557549261,0.9361275683925424,0.9361722924563494,0.06617122648034059,0.06617257575803202,0.06617290269012152
binary,PR,0.265,0.9360671828835844,0.936127937725497,0.9361723494791618,0.06617123799707049,0.06617257468027188,0.06617290359317717
binary,PR,0.2675,0.9360679116421629,0.9361283072741994,0.9361724087368313,0.06617124953960753,0.06617257362485515,0.06617290453162597
binary,PR,0.27,0.9360686414693191,0.9361286770118914,0.9361724702299675,0.06617126109905846,0.06617257259234051,0.06617290550547776
binary,PR,0.2725,0.9360693714976913,0.9361290469062953,0.9361725339659681,0.06617127266168786,0.0661725715838175,0.06617290651484828
binary,PR,0.275,0.9360701008391653,0.9361294169081948,0.9361725999482865,0.06617128421342866,0.06617257060167861,0.06617290755979346
binary,PR,0.2775,0.9360708296519341,0.9361297869172495,0.9361726681772915,0.06617129575678515,0.06617256965130638,0.06617290864031876
binary,PR,0.28,0.9360715602315413,0.9361301567294602,0.9361727386503158,0.06617130732811637,0.06617256874336448,0.06617290975638206
binary,PR,0.2825,0.9360722961944611,0.9361305259898649,0.9361728113662371,0.06617131898470184,0.06617256789535211,0.06617291090796512
binary,PR,0.285,0.9360730407213076,0.9361308941859432,0.9361728863237619,0.06617133077691796,0.06617256713099613,0.0661729120950472
binary,PR,0.2875,0.9360737958923536,0.9361312606697685,0.9361729635350764,0.06617134273771123,0.06617256647825197,0.06617291331782314
binary,PR,0.29,0.9360745623365783,0.9361316247163194,0.936173043027693,0.06617135487704592,0.06617256596599301,0.06617291457672694
binary,PR,0.2925,0.9360753386058039,0.9361319856263892,0.936173124828482,0.06617136717198231,0.06617256561929935,0.06617291587218432
binary,PR,0.295,0.9360761213729601,0.9361323428226918,0.9361732089441038,0.06617137956982647,0.06617256545576285,0.06617291720430085
