system,eos,step,pvi,component,mass_rate_kg_s,total_mass_fraction,hydrocarbon_normalized_mass_fraction,reservoir_watercut
lmh,PR,157,0.3925,H2O,6.295686454990265e-07,0.13982785745200463,0.0,0.0005369908020384569
lmh,PR,157,0.3925,Light_nC4,7.506056405676332e-08,0.016671030119164966,0.01938103932287573,0.0005369908020384569
lmh,PR,157,0.3925,Middle_nC10,4.60294152654033e-07,0.10223181478849379,0.11885041345987267,0.0005369908020384569
lmh,PR,157,0.3925,Heavy_squalane,3.337531706266955e-06,0.7412692976403367,0.8617685472172516,0.0005369908020384569
lmh,PR,158,0.395,H2O,6.295498402378763e-07,0.13982078637462747,0.0,0.0005380371744222156
lmh,PR,158,0.395,Light_nC4,7.506260908962162e-08,0.016671139216358925,0.019381006832396654,0.0005380371744222156
lmh,PR,158,0.395,Middle_nC10,4.603074625357852e-07,0.10223265462436483,0.11885041280349919,0.0005380371744222156
lmh,PR,158,0.395,Heavy_squalane,3.337628361260414e-06,0.7412754197846487,0.8617685803641042,0.0005380371744222156
lmh,PR,159,0.3975,H2O,6.295310417507735e-07,0.13981371763569425,0.0,0.0005390844252063226
lmh,PR,159,0.3975,Light_nC4,7.506465370842628e-08,0.016671248281615314,0.019380974358010877,0.0005390844252063226
lmh,PR,159,0.3975,Middle_nC10,4.60320769550921e-07,0.10223349418457628,0.11885041214977013,0.0005390844252063226
lmh,PR,159,0.3975,Heavy_squalane,3.33772499533007e-06,0.7412815398981141,0.8617686134922189,0.0005390844252063226
lmh,PR,160,0.4,H2O,6.295122499914751e-07,0.1398066512313484,0.0,0.0005401325545132665
lmh,PR,160,0.4,Light_nC4,7.506669791142633e-08,0.016671357315340397,0.01938094190010314,0.0005401325545132665
lmh,PR,160,0.4,Middle_nC10,4.603340736803236e-07,0.10223433346976549,0.11885041149889351,0.0005401325545132665
lmh,PR,160,0.4,Heavy_squalane,3.337821608329158e-06,0.7412876579835458,0.8617686466010033,0.0005401325545132665
lmh,PR,161,0.4025,H2O,6.294934659277918e-07,0.1397995871585683,0.0,0.0005411815623662208
lmh,PR,161,0.4025,Light_nC4,7.506874181778864e-08,0.016671466318037717,0.01938090945919008,0.0005411815623662208
lmh,PR,161,0.4025,Middle_nC10,4.603473756434936e-07,0.10223517248052419,0.11885041085113975,0.0005411815623662208
lmh,PR,161,0.4025,Heavy_squalane,3.337918205464022e-06,0.7412937740428699,0.8617686796896702,0.0005411815623662208
lmh,PR,162,0.405,H2O,6.294746890055688e-07,0.13979252541309362,0.0,0.0005422314490048206
lmh,PR,162,0.405,Light_nC4,7.507078536659616e-08,0.01667157529037351,0.01938087703594953,0.0005422314490048206
lmh,PR,162,0.405,Middle_nC10,4.603606750520814e-07,0.10223601121766104,0.11885041020686014,0.0005422314490048206
lmh,PR,162,0.405,Heavy_squalane,3.33801478390492e-06,0.7412998880788718,0.8617687127571904,0.0005422314490048206
lmh,PR,163,0.4075,H2O,6.294559191706213e-07,0.13978546599060843,0.0,0.0005432822147203611
lmh,PR,163,0.4075,Light_nC4,7.507282855742253e-08,0.016671684233201756,0.019380844631276296,0.0005432822147203611
lmh,PR,163,0.4075,Middle_nC10,4.603739718839366e-07,0.10223684968208165,0.11885040956651106,0.0005432822147203611
lmh,PR,163,0.4075,Heavy_squalane,3.338111343473173e-06,0.7413060000941081,0.8617687458022126,0.0005432822147203611
lmh,PR,164,0.41,H2O,6.294371558968661e-07,0.13977840888883028,0.0,0.0005443338595694418
lmh,PR,164,0.41,Light_nC4,7.507487133341775e-08,0.01667179314758822,0.019380812246357182,0.0005443338595694418
lmh,PR,164,0.41,Middle_nC10,4.603872657644864e-07,0.102237687874567,0.11885040893068496,0.0005443338595694418
lmh,PR,164,0.41,Heavy_squalane,3.338207881429251e-06,0.7413121100890144,0.8617687788229578,0.0005443338595694418
lmh,PR,165,0.4125,H2O,6.294184001593796e-07,0.13977135410548264,0.0,0.000545386383720849
lmh,PR,165,0.4125,Light_nC4,7.507691381819582e-08,0.016671902034914598,0.01938077988274635,0.000545386383720849
lmh,PR,165,0.4125,Middle_nC10,4.604005574177837e-07,0.10223852579604902,0.11885040830015055,0.000545386383720849
lmh,PR,165,0.4125,Heavy_squalane,3.338304402992554e-06,0.7413182180635537,0.861768811817103,0.000545386383720849
lmh,PR,166,0.415,H2O,6.293996519205507e-07,0.13976430163777687,0.0,0.0005464397876469676
lmh,PR,166,0.415,Light_nC4,7.50789560167575e-08,0.01667201089698101,0.01938074754247278,0.0005464397876469676
lmh,PR,166,0.415,Middle_nC10,4.604138468301028e-07,0.10223936344771688,0.1188504076759048,0.0005464397876469676
lmh,PR,166,0.415,Heavy_squalane,3.33840090802381e-06,0.7413243240175252,0.8617688447816225,0.0005464397876469676
lmh,PR,167,0.4175,H2O,6.293809101618487e-07,0.1397572514848708,0.0,0.0005474940720547365
lmh,PR,167,0.4175,Light_nC4,7.508099781830596e-08,0.016672119736090597,0.019380715228193967,0.0005474940720547365
lmh,PR,167,0.4175,Middle_nC10,4.604271332638097e-07,0.10224020083078296,0.11885040705924048,0.0005474940720547365
lmh,PR,167,0.4175,Heavy_squalane,3.338497391122884e-06,0.7413304279482557,0.8617688777125655,0.0005474940720547365
lmh,PR,168,0.42,H2O,6.293621763871291e-07,0.1397502036487554,0.0,0.0005485492385662982
lmh,PR,168,0.42,Light_nC4,7.508303941433542e-08,0.016672228555194582,0.01938068294338453,0.0005485492385662982
lmh,PR,168,0.42,Middle_nC10,4.604404178171056e-07,0.10224103794645271,0.11885040645183385,0.0005485492385662982
lmh,PR,168,0.42,Heavy_squalane,3.338593860185618e-06,0.7413365298495974,0.8617689106047817,0.0005485492385662982
lmh,PR,169,0.4225,H2O,6.293434490302549e-07,0.13974315813104266,0.0,0.0005496052924787701
lmh,PR,169,0.4225,Light_nC4,7.508508063438305e-08,0.01667233735814776,0.019380650692560782,0.0005496052924787701
lmh,PR,169,0.4225,Middle_nC10,4.604536993456875e-07,0.10224187479640336,0.11885040585585697,0.0005496052924787701
lmh,PR,169,0.4225,Heavy_squalane,3.33869030682785e-06,0.7413426297144062,0.8617689434515823,0.0005496052924787701
lmh,PR,170,0.425,H2O,6.293247290257502e-07,0.13973611494501578,0.0,0.0005506622474262362
lmh,PR,170,0.425,Light_nC4,7.508712160447238e-08,0.016672446149789882,0.019380618481646773,0.0005506622474262362
lmh,PR,170,0.425,Middle_nC10,4.604669784924651e-07,0.10224271138147893,0.1188504052741259,0.0005506622474262362
lmh,PR,170,0.425,Heavy_squalane,3.33878673559822e-06,0.7413487275237154,0.8617689762442272,0.0005506622474262362
lmh,PR,171,0.4275,H2O,6.293060166668824e-07,0.13972907412784805,0.0,0.000551720141940953
lmh,PR,171,0.4275,Light_nC4,7.508916236645465e-08,0.01667255493610556,0.019380586318435377,0.000551720141940953
lmh,PR,171,0.4275,Middle_nC10,4.604802553429928e-07,0.10224354770040368,0.11885040471029296,0.000551720141940953
lmh,PR,171,0.4275,Heavy_squalane,3.338883146970067e-06,0.7413548232356427,0.8617690089712716,0.000551720141940953
lmh,PR,172,0.43,H2O,6.292873117496057e-07,0.13972203577773956,0.0,0.000552779086049191
lmh,PR,172,0.43,Light_nC4,7.509120287467457e-08,0.0166726637241075,0.019380554213289103,0.000552779086049191
lmh,PR,172,0.43,Middle_nC10,4.604935293893406e-07,0.10224438374558617,0.11885040416909998,0.000552779086049191
lmh,PR,172,0.43,Heavy_squalane,3.338979537068649e-06,0.7413609167525669,0.861769041617611,0.000552779086049191
lmh,PR,173,0.4325,H2O,6.292686155868531e-07,0.13971500016212993,0.0,0.0005538393939944164
lmh,PR,173,0.4325,Light_nC4,7.509324317335827e-08,0.01667277252077182,0.01938052218034022,0.0005538393939944164
lmh,PR,173,0.4325,Middle_nC10,4.605068005907196e-07,0.10224521949055315,0.11885040365672117,0.0005538393939944164
lmh,PR,173,0.4325,Heavy_squalane,3.33907590534598e-06,0.7413670078265451,0.8617690741629386,0.0005538393939944164
lmh,PR,174,0.435,H2O,6.292499317254073e-07,0.13970796803062657,0.0,0.0005549019641010957
lmh,PR,174,0.435,Light_nC4,7.509528329593812e-08,0.0166728813290329,0.01938049023988456,0.0005549019641010957
lmh,PR,174,0.435,Middle_nC10,4.605200687010708e-07,0.10224605485317267,0.11885040318124515,0.0005549019641010957
lmh,PR,174,0.435,Heavy_squalane,3.339172249680575e-06,0.7413730957871678,0.8617691065788703,0.0005549019641010957
lmh,PR,175,0.4375,H2O,6.292312701234759e-07,0.13970094150619408,0.0,0.0005559693552188041
lmh,PR,175,0.4375,Light_nC4,7.509732322792359e-08,0.016672990135212434,0.019380458423845264,0.0005559693552188041
lmh,PR,175,0.4375,Middle_nC10,4.605333329143713e-07,0.1022468895903698,0.11885040275341177,0.0005559693552188041
lmh,PR,175,0.4375,Heavy_squalane,3.339268563760862e-06,0.7413791787682238,0.861769138822743,0.0005559693552188041
lmh,PR,176,0.44,H2O,6.292126571266658e-07,0.139693926596612,0.0,0.0005570488498914526
lmh,PR,176,0.44,Light_nC4,7.509936258111712e-08,0.016673098872114732,0.019380426789451365,0.0005570488498914526
lmh,PR,176,0.44,Middle_nC10,4.60546589546587e-07,0.10224772300073047,0.1188504023878809,0.0005570488498914526
lmh,PR,176,0.44,Heavy_squalane,3.339364820183729e-06,0.7413852515305428,0.8617691708226677,0.0005570488498914526
lmh,PR,177,0.4425,H2O,6.291941687743977e-07,0.13968694045052119,0.0,0.0005581612875830918
lmh,PR,177,0.4425,Light_nC4,7.510140017831495e-08,0.016673207310382045,0.019380395456409003,0.0005581612875830918
lmh,PR,177,0.4425,Middle_nC10,4.605598286153257e-07,0.10224855306432243,0.11885040210579514,0.0005581612875830918
lmh,PR,177,0.4425,Heavy_squalane,3.339460945428005e-06,0.7413912991747743,0.8617692024377959,0.0005581612875830918
lmh,PR,178,0.445,H2O,6.291760259234428e-07,0.1396800321182611,0.0,0.000559366344578783
lmh,PR,178,0.445,Light_nC4,7.510343283276211e-08,0.016673314745066812,0.01938036471025947,0.000559366344578783
lmh,PR,178,0.445,Middle_nC10,4.605730239212337e-07,0.10224937398035965,0.11885040194070567,0.000559366344578783
lmh,PR,178,0.445,Heavy_squalane,3.339556747345836e-06,0.7413972791563124,0.8617692333490349,0.000559366344578783
lmh,PR,179,0.4475,H2O,6.291588521981044e-07,0.13967334147935895,0.0,0.0005608343008053407
lmh,PR,179,0.4475,Light_nC4,7.510545042999761e-08,0.016673419102695937,0.019380335291906924,0.0005608343008053407
lmh,PR,179,0.4475,Middle_nC10,4.605860960640076e-07,0.10225016917657029,0.11885040195359364,0.0005608343008053407
lmh,PR,179,0.4475,Heavy_squalane,3.339651645393963e-06,0.7414030702413749,0.8617692627544995,0.0005608343008053407
lmh,PR,180,0.45,H2O,6.291444489757295e-07,0.13966727081206548,0.0,0.0005630549953312163
lmh,PR,180,0.45,Light_nC4,7.510742444529625e-08,0.01667351433693189,0.01938030923532337,0.0005630549953312163
lmh,PR,180,0.45,Middle_nC10,4.605988222741145e-07,0.1022508909535954,0.11885040227414073,0.0005630549953312163
lmh,PR,180,0.45,Heavy_squalane,3.339744012268319e-06,0.7414083238974073,0.8617692884905359,0.0005630549953312163
lmh,PR,181,0.4525,H2O,6.29138034359454e-07,0.1396629870971836,0.0,0.0005674495827876198
lmh,PR,181,0.4525,Light_nC4,7.510927071766279e-08,0.016673582797771883,0.019380292313025634,0.0005674495827876198
lmh,PR,181,0.4525,Middle_nC10,4.606105504519448e-07,0.10225140088707771,0.11885040321824215,0.0005674495827876198
lmh,PR,181,0.4525,Heavy_squalane,3.339829087201672e-06,0.7414120292179667,0.8617693044687322,0.0005674495827876198
lmh,PR,182,0.455,H2O,6.291547221768913e-07,0.13966386886899204,0.0,0.0005781326493948546
lmh,PR,182,0.455,Light_nC4,7.51107457268138e-08,0.016673573243709227,0.01938030107115222,0.0005781326493948546
lmh,PR,182,0.455,Middle_nC10,4.606193971624027e-07,0.10225129815638039,0.11885040562223004,0.0005781326493948546
lmh,PR,182,0.455,Heavy_squalane,3.339893122768764e-06,0.7414112597309184,0.8617692933066179,0.0005781326493948546
lmh,PR,183,0.4575,H2O,6.292386256599533e-07,0.13967977725689323,0.0,0.0006071138701457187
lmh,PR,183,0.4575,Light_nC4,7.511113768776461e-08,0.016673335923609547,0.019380383586064136,0.0006071138701457187
lmh,PR,183,0.4575,Middle_nC10,4.606198637445913e-07,0.102249412773199,0.11885041182361103,0.0006071138701457187
lmh,PR,183,0.4575,Heavy_squalane,3.339895987796837e-06,0.7413974740462982,0.8617692045903248,0.0006071138701457187
lmh,PR,184,0.46,H2O,6.295191736614604e-07,0.13973964203226302,0.0,0.000689626070772339
lmh,PR,184,0.46,Light_nC4,7.510835863245851e-08,0.016672431258741714,0.01938068063269631,0.000689626070772339
lmh,PR,184,0.46,Middle_nC10,4.605958263214433e-07,0.10224231220370415,0.11885042854379514,0.000689626070772339
lmh,PR,184,0.46,Heavy_squalane,3.339720009681783e-06,0.7413456145052911,0.8617688908235085,0.000689626070772339
lmh,PR,185,0.4625,H2O,6.303629030213836e-07,0.1399253844530976,0.0,0.0009254361509647604
lmh,PR,185,0.4625,Light_nC4,7.509649817628813e-08,0.016669614166749284,0.019381590696232145,0.0009254361509647604
lmh,PR,185,0.4625,Middle_nC10,4.605016478256779e-07,0.10222027629552163,0.11885047465390201,0.0009254361509647604
lmh,PR,185,0.4625,Heavy_squalane,3.33903213348728e-06,0.7411847250846314,0.8617679346498659,0.0009254361509647604
lmh,PR,186,0.465,H2O,6.327254662027848e-07,0.1404506391183034,0.0,0.0015746957789590087
lmh,PR,186,0.465,Light_nC4,7.506012301850478e-08,0.016661637334617327,0.019384154177633717,0.0015746957789590087
lmh,PR,186,0.465,Middle_nC10,4.602182028518042e-07,0.10215795661320327,0.11885059923540996,0.0015746957789590087
lmh,PR,186,0.465,Heavy_squalane,3.336963007471562e-06,0.7407297669338759,0.8617652465869564,0.0015746957789590087
lmh,PR,187,0.4675,H2O,6.387061808284291e-07,0.14178488863997796,0.0,0.003208988538348824
lmh,PR,187,0.4675,Light_nC4,7.496526722675768e-08,0.01664136403349947,0.019390667693007336,0.003208988538348824
lmh,PR,187,0.4675,Middle_nC10,4.594834174893717e-07,0.10199964731223923,0.11885091040939538,0.003208988538348824
lmh,PR,187,0.4675,Heavy_squalane,3.331600097801642e-06,0.7395741000142833,0.8617584218975973,0.003208988538348824
lmh,PR,188,0.47,H2O,6.517410271098261e-07,0.14469683580545942,0.0,0.0067636201295031275
lmh,PR,188,0.47,Light_nC4,7.47564137958049e-08,0.016597108487070536,0.019404942226187636,0.0067636201295031275
lmh,PR,188,0.47,Middle_nC10,4.578688428277595e-07,0.10165413870733621,0.1188515873235034,0.0067636201295031275
lmh,PR,188,0.47,Heavy_squalane,3.319816710192423e-06,0.7370519170001338,0.861743470450309,0.0067636201295031275
lmh,PR,189,0.4725,H2O,6.758960836225045e-07,0.15009747422803393,0.0,0.013345173479503881
lmh,PR,189,0.4725,Light_nC4,7.436792771746002e-08,0.01651502114665025,0.019431664980227775,0.013345173479503881
lmh,PR,189,0.4725,Middle_nC10,4.548678748986056e-07,0.10101333738144,0.1188528499661648,0.013345173479503881
lmh,PR,189,0.4725,Heavy_squalane,3.297915797266462e-06,0.7323741672438758,0.8617154850536074,0.013345173479503881
lmh,PR,190,0.475,H2O,7.148383187389496e-07,0.15881193295179966,0.0,0.02395158318690235
lmh,PR,190,0.475,Light_nC4,7.374055114850152e-08,0.016382556947260197,0.019475498510990494,0.02395158318690235
lmh,PR,190,0.475,Middle_nC10,4.500232464391804e-07,0.09997933765824042,0.1188549167240048,0.02395158318690235
lmh,PR,190,0.475,Heavy_squalane,3.262560393646137e-06,0.7248261724426998,0.8616695847650048,0.02395158318690235
lmh,PR,191,0.4775,H2O,7.705714282533962e-07,0.17129803238272187,0.0,0.03912790131056092
lmh,PR,191,0.4775,Light_nC4,7.284189658484928e-08,0.016192753977775576,0.01953990048356434,0.03912790131056092
lmh,PR,191,0.4775,Middle_nC10,4.430850828821721e-07,0.09849781615688499,0.11885794894404608,0.03912790131056092
lmh,PR,191,0.4775,Heavy_squalane,3.211927041392451e-06,0.7140113974826177,0.8616021505723895,0.03912790131056092
lmh,PR,192,0.48,H2O,8.423100595102407e-07,0.18739337220187982,0.0,0.05865991819241969
lmh,PR,192,0.48,Light_nC4,7.16846440674764e-08,0.015948078780759902,0.019625829073008697,0.05865991819241969
lmh,PR,192,0.48,Middle_nC10,4.341513133352405e-07,0.09658804110575453,0.11886199029347615,0.05865991819241969
lmh,PR,192,0.48,Heavy_squalane,3.146730453973194e-06,0.7000705079116056,0.8615121806335152,0.05865991819241969
lmh,PR,193,0.4825,H2O,9.268480354379212e-07,0.2063937786778805,0.0,0.0816745392216214
lmh,PR,193,0.4825,Light_nC4,7.032058204505268e-08,0.015659234407557256,0.01973174351061605,0.0816745392216214
lmh,PR,193,0.4825,Middle_nC10,4.236216787236613e-07,0.094333564574405,0.11886696706743134,0.0816745392216214
lmh,PR,193,0.4825,Heavy_squalane,3.069887869458698e-06,0.6836134223401573,0.8614012894219527,0.0816745392216214
lmh,PR,194,0.485,H2O,1.02000684607922e-06,0.22737342365260227,0.0,0.10703412953120478
lmh,PR,194,0.485,Light_nC4,6.881721224203935e-08,0.015340294247873117,0.01985473282629567,0.10703412953120478
lmh,PR,194,0.485,Middle_nC10,4.120171622076594e-07,0.09184423921749756,0.1188727414111127,0.10703412953120478
lmh,PR,194,0.485,Heavy_squalane,2.985201297956712e-06,0.6654420428820271,0.8612725257625916,0.10703412953120478
lmh,PR,195,0.4875,H2O,1.117827838398723e-06,0.24944996975661476,0.0,0.1336610314997624
lmh,PR,195,0.4875,Light_nC4,6.723848965160983e-08,0.015004671232827017,0.019991567021803148,0.1336610314997624
lmh,PR,195,0.4875,Middle_nC10,3.998313494654746e-07,0.08922475770041892,0.11887916075559346,0.1336610314997624
lmh,PR,195,0.4875,Heavy_squalane,2.896272793217758e-06,0.6463206013101394,0.8611292722226035,0.1336610314997624
lmh,PR,196,0.49,H2O,1.217104184547164e-06,0.27190416872470835,0.0,0.16068234256206318
lmh,PR,196,0.49,Light_nC4,6.563622497796071e-08,0.014663299508332901,0.02013924387212806,0.16068234256206318
lmh,PR,196,0.49,Middle_nC10,3.874640861172614e-07,0.08656046177804447,0.11888608347946458,0.16068234256206318
lmh,PR,196,0.49,Heavy_squalane,2.806020309058682e-06,0.6268720699889142,0.8609746726484073,0.16068234256206318
lmh,PR,197,0.4925,H2O,1.315472213345917e-06,0.2942018445434202,0.0,0.1874547384857857
lmh,PR,197,0.4925,Light_nC4,6.404860828655699e-08,0.01432430005527531,0.02029517921594587,0.1874547384857857
lmh,PR,197,0.4925,Middle_nC10,3.752100901399146e-07,0.08391473380474841,0.1188933877993264,0.1874547384857857
lmh,PR,197,0.4925,Heavy_squalane,2.716594600776433e-06,0.6075591215965561,0.8608114329847277,0.1874547384857857
lmh,PR,198,0.495,H2O,1.411308541127789e-06,0.31597249995188664,0.0,0.21353644509507633
lmh,PR,198,0.495,Light_nC4,6.250186947081769e-08,0.013993305767553333,0.02045722689010174,0.21353644509507633
lmh,PR,198,0.495,Middle_nC10,3.632717725145973e-07,0.0813315350813831,0.11890097265923137,0.21353644509507633
lmh,PR,198,0.495,Heavy_squalane,2.629472790318629e-06,0.5887026591991769,0.8606418004506668,0.21353644509507633
lmh,PR,199,0.4975,H2O,1.503573152633331e-06,0.33697548674669003,0.0,0.23864449979695643
lmh,PR,199,0.4975,Light_nC4,6.101281387208322e-08,0.01367397563352494,0.020623635114831368,0.23864449979695643
lmh,PR,199,0.4975,Middle_nC10,3.517788079277899e-07,0.07883941983203617,0.11890875564342128,0.23864449979695643
lmh,PR,199,0.4975,Heavy_squalane,2.545601189766416e-06,0.5705111177877489,0.8604676092417474,0.23864449979695643
lmh,PR,200,0.5,H2O,1.591656660604982e-06,0.3570666843802539,0.0,0.2626131641912249
lmh,PR,200,0.5,Light_nC4,5.959128911770066e-08,0.013368501228848424,0.020792982575435607,0.2626131641912249
lmh,PR,200,0.5,Middle_nC10,3.408071753959891e-07,0.07645548889004194,0.1189166699447575,0.2626131641912249
lmh,PR,200,0.5,Heavy_squalane,2.465534255888844e-06,0.5531093255008558,0.8602903474798068,0.2626131641912249
lmh,PR,201,0.5025,H2O,1.675253501042566e-06,0.37617060850130185,0.0,0.2853593967974528
lmh,PR,201,0.5025,Light_nC4,5.824223425594628e-08,0.013078030690220895,0.020964114337097862,0.2853593967974528
lmh,PR,201,0.5025,Middle_nC10,3.303949727051399e-07,0.0741886991138457,0.11892466133346732,0.2853593967974528
lmh,PR,201,0.5025,Heavy_squalane,2.389549999969066e-06,0.5365626616946316,0.8601112243294348,0.2853593967974528
lmh,PR,202,0.505,H2O,1.754263203293033e-06,0.3942585317623264,0.0,0.30685597459543085
lmh,PR,202,0.505,Light_nC4,5.69672747147696e-08,0.012803001308689287,0.021136081942578506,0.30685597459543085
lmh,PR,202,0.505,Middle_nC10,3.205547260904858e-07,0.07204245943292399,0.11893268532947265,0.30685597459543085
lmh,PR,202,0.505,Heavy_squalane,2.317739820639966e-06,0.5208960074960604,0.8599312327279488,0.30685597459543085
lmh,PR,203,0.5075,H2O,1.828719044817319e-06,0.41133256973244015,0.0,0.3271120722324204
lmh,PR,203,0.5075,Light_nC4,5.576587470548741e-08,0.01254338145107296,0.0213080948700895,0.3271120722324204
lmh,PR,203,0.5075,Middle_nC10,3.112822844083111e-07,0.0700165191152398,0.11894070491281647,0.3271120722324204
lmh,PR,203,0.5075,Heavy_squalane,2.250073411138211e-06,0.5061075297012472,0.8597512002170941,0.3271120722324204
lmh,PR,204,0.51,H2O,1.898740400065561e-06,0.4274149895918486,0.0,0.3461602891349766
lmh,PR,204,0.51,Light_nC4,5.463610735846857e-08,0.012298833088058084,0.02147948839822265,0.3461602891349766
lmh,PR,204,0.51,Middle_nC10,3.02562762306032e-07,0.06810823633259627,0.11894868900610443,0.3461602891349766
lmh,PR,204,0.51,Heavy_squalane,2.186442130788262e-06,0.49217794098749706,0.859571822595673,0.3461602891349766
lmh,PR,205,0.5125,H2O,1.964502895093674e-06,0.44254147896608625,0.0,0.3640485257575516
lmh,PR,205,0.5125,Light_nC4,5.357513681033555e-08,0.012068814120391394,0.021649707852716044,0.3640485257575516
lmh,PR,205,0.5125,Middle_nC10,2.943742608925487e-07,0.06631337683965348,0.11895661172541162,0.3640485257575516
lmh,PR,205,0.5125,Heavy_squalane,2.126686157419137e-06,0.4790763300738688,0.8593936804218724,0.3640485257575516
lmh,PR,206,0.515,H2O,2.02622100564422e-06,0.45675719884562843,0.0,0.3808352461832835
lmh,PR,206,0.515,Light_nC4,5.257949938955146e-08,0.011852638380007935,0.021818307310877385,0.3808352461832835
lmh,PR,206,0.515,Middle_nC10,2.866900377906018e-07,0.06462658230934139,0.11896445230753579,0.3808352461832835
lmh,PR,206,0.515,Heavy_squalane,2.070610323817967e-06,0.4667635804650223,0.8592172403815869,0.3808352461832835
lmh,PR,207,0.5175,H2O,2.084138364007541e-06,0.4701145705054517,0.0,0.39658684104737457
lmh,PR,207,0.5175,Light_nC4,5.164525992921535e-08,0.011649509269422785,0.02198495867405737,0.39658684104737457
lmh,PR,207,0.5175,Middle_nC10,2.79479713977159e-07,0.06304163292149023,0.11897219552087879,0.39658684104737457
lmh,PR,207,0.5175,Heavy_squalane,2.017992925057777e-06,0.45519428730363526,0.8590428458050638,0.39658684104737457
lmh,PR,208,0.52,H2O,2.138521439238538e-06,0.48267181187586317,0.0,0.4113759036529987
lmh,PR,208,0.52,Light_nC4,5.076811436675366e-08,0.011458542008186402,0.022149463863037823,0.4113759036529987
lmh,PR,208,0.52,Middle_nC10,2.727100649877942e-07,0.06155162102621344,0.11897983222101878,0.4113759036529987
lmh,PR,208,0.52,Heavy_squalane,1.968591492429858e-06,0.444318025089737,0.8588707039159434,0.4113759036529987
lmh,PR,209,0.5225,H2O,2.189653108678025e-06,0.4944914387182405,0.0,0.4252794836059545
lmh,PR,209,0.5225,Light_nC4,4.994349306591616e-08,0.011278786417310466,0.022311761424400323,0.4252794836059545
lmh,PR,209,0.5225,Middle_nC10,2.663458190647893e-07,0.060149128984842475,0.11898735964496686,0.4252794836059545
lmh,PR,209,0.5225,Heavy_squalane,1.922148618247017e-06,0.43408064587960654,0.858700878930633,0.4252794836059545
lmh,PR,210,0.525,H2O,2.237820367635591e-06,0.5056373888955663,0.0,0.438375739042461
lmh,PR,210,0.525,Light_nC4,4.916675994305909e-08,0.011109270644600657,0.0224719070477072,0.438375739042461
lmh,PR,210,0.525,Middle_nC10,2.603511929111787e-07,0.058826570391145534,0.11899478049062748,0.438375739042461
lmh,PR,210,0.525,Heavy_squalane,1.878403162994075e-06,0.42442677006868756,0.8585333124616654,0.438375739042461
lmh,PR,211,0.5275,H2O,2.28329781104045e-06,0.5161711544983546,0.0,0.450739446799473
lmh,PR,211,0.5275,Light_nC4,4.84334788419406e-08,0.010949059982159821,0.02263002729985553,0.450739446799473
lmh,PR,211,0.5275,Middle_nC10,2.546919476763276e-07,0.05757664901961208,0.11900210075303637,0.450739446799473
lmh,PR,211,0.5275,Heavy_squalane,1.837105259029769e-06,0.41530313649987355,0.8583678719471082,0.450739446799473
lmh,PR,212,0.53,H2O,2.326331390318048e-06,0.5261479534462851,0.0,0.4624375821723503
lmh,PR,212,0.53,Light_nC4,4.773967637541006e-08,0.010797315089178203,0.022786258216475255,0.4624375821723503
lmh,PR,212,0.53,Middle_nC10,2.493374162657924e-07,0.05639281309267615,0.11900932686229006,0.4624375821723503
lmh,PR,212,0.53,Heavy_squalane,1.79803110467101e-06,0.40666191837186055,0.8582044149212346,0.4624375821723503
lmh,PR,213,0.5325,H2O,2.367125471256202e-06,0.5356136541812773,0.0,0.4735257981091739
lmh,PR,213,0.5325,Light_nC4,4.708205131084828e-08,0.010653338766859323,0.022940680454498003,0.4735257981091739
lmh,PR,213,0.5325,Middle_nC10,2.442621182631592e-07,0.05526962019109202,0.11901646266892395,0.4735257981091739
lmh,PR,213,0.5325,Heavy_squalane,1.760994748804364e-06,0.39846338686077143,0.8580428568765781,0.4735257981091739
lmh,PR,214,0.535,H2O,2.405837368011358e-06,0.5446034365385312,0.0,0.48404694414241395
lmh,PR,214,0.535,Light_nC4,4.645806240992611e-08,0.010516596333475802,0.023093271177848082,0.48404694414241395
lmh,PR,214,0.535,Middle_nC10,2.394464380477752e-07,0.05420289615649251,0.11902350721423181,0.48404694414241395
lmh,PR,214,0.535,Heavy_squalane,1.725853039309571e-06,0.39067707097150045,0.8578832216079201,0.48404694414241395
lmh,PR,215,0.5375,H2O,2.44257982011878e-06,0.5531422987961124,0.0,0.4940317394446759
lmh,PR,215,0.5375,Light_nC4,4.586588880817562e-08,0.010386707923611443,0.023243882550593665,0.4940317394446759
lmh,PR,215,0.5375,Middle_nC10,2.348763182832034e-07,0.05318967493214638,0.11903045374141943,0.4940317394446759
lmh,PR,215,0.5375,Heavy_squalane,1.692503385951947e-06,0.38328131834812984,0.8577256637079869,0.4940317394446759
lmh,PR,216,0.54,H2O,2.477429749858812e-06,0.5612470412574737,0.0,0.5035011563273479
lmh,PR,216,0.54,Light_nC4,4.530428855389315e-08,0.010263418330467872,0.02339224870387886,0.5035011563273479
lmh,PR,216,0.54,Middle_nC10,2.305421682404574e-07,0.05222796320154524,0.11903729003043426,0.5035011563273479
lmh,PR,216,0.54,Heavy_squalane,1.660875793699715e-06,0.37626157721051307,0.8575704612656869,0.5035011563273479
lmh,PR,217,0.5425,H2O,2.510440401513189e-06,0.568929056898236,0.0,0.5124697257062031
lmh,PR,217,0.5425,Light_nC4,4.477240215070351e-08,0.010146554570789511,0.023538015570662554,0.5124697257062031
