system,eos,pvi,mu_o_min_mPa_s,mu_o_avg_mPa_s,mu_o_max_mPa_s,mu_w_min_mPa_s,mu_w_avg_mPa_s,mu_w_max_mPa_s
lmh,CPA,0.275,1.107762092534101,1.171848458025732,3.712457599951517,0.08728348204046898,0.09059835077927536,0.09753947018905237
lmh,CPA,0.2775,1.107799469124402,1.172384424091298,3.712563070944841,0.0872849161170738,0.09059854097783364,0.09754214168118573
lmh,CPA,0.28,1.1077165280989651,1.172927732544648,3.712668958201757,0.08728635562357819,0.09059878122957067,0.09754482357824887
lmh,CPA,0.2825,1.107460664116687,1.173478486595596,3.712775307576293,0.08728780095771145,0.09059907192798378,0.09754751703994481
lmh,CPA,0.285,1.1075126441936591,1.174036788880977,3.7128822246254147,0.08728925348396534,0.0905994173905857,0.09755022473766733
lmh,CPA,0.2875,1.1072561984265492,1.174602836327787,3.71299003045552,0.08729071740892581,0.0905998321193242,0.09755295480064853
lmh,CPA,0.29,1.106982761972684,1.1751762335176639,3.71309800176564,0.08729218329864014,0.09060027834706026,0.09755568891003655
lmh,CPA,0.2925,1.1069712427435459,1.175757252713242,3.713206675505511,0.0872936579807949,0.09060078190995205,0.0975584406610641
lmh,CPA,0.295,1.106960723401537,1.1763460846672569,3.713316427420497,0.08729514652490455,0.09060135877643176,0.09756121956451191
lmh,CPA,0.2975,1.10669710970094,1.176942440217344,3.7134267783748682,0.08729664275048732,0.09060198417875463,0.09756401348536428
lmh,CPA,0.3,1.10666767889039,1.1775461478194171,3.7135374881681558,0.08729814333582228,0.09060264598378746,0.09756681634018709
lmh,CPA,0.3025,1.1064852640914922,1.178157538708105,3.713649226329554,0.0872996570218603,0.09060337691186347,0.09756964507673456
lmh,CPA,0.305,1.10620313636307,1.178776220173258,3.713761317960488,0.08730117506800497,0.09060414172278267,0.0975724826066254
lmh,CPA,0.3075,1.106163066836671,1.179402371715542,3.7138741483896083,0.08730270237420931,0.09060495878827107,0.09757533868199443
lmh,CPA,0.31,1.106154537368002,1.180035878401278,3.7139875359813037,0.08730423664047929,0.09060581739860715,0.09757820870244084
lmh,CPA,0.3125,1.105925285128781,1.180676882286928,3.7141017631534656,0.08730578154326346,0.09060672969235682,0.09758109981352264
lmh,CPA,0.315,1.105831401442603,1.1813254669519648,3.714216984808751,0.08730733915843561,0.0906077007779594,0.09758401593202394
lmh,CPA,0.3175,1.105697632230064,1.181981584379191,3.714333123827216,0.0873089085719472,0.09060872781532688,0.09758695510210941
lmh,CPA,0.32,1.105407097520546,1.182645137965512,3.714449995175262,0.08731048728986476,0.09060980035572162,0.09758991263758389
lmh,CPA,0.3225,1.1054303985221459,1.183316183981507,3.714567702132717,0.0873120766627691,0.09061092474871445,0.09759289114869218
lmh,CPA,0.325,1.1053677729186568,1.1839943339086418,3.714685510032416,0.0873136670058665,0.09061206403118482,0.09759587204310485
lmh,CPA,0.3275,1.105127950505552,1.184680191898879,3.714804467384787,0.08731527196720083,0.09061326472407193,0.097598881848612
lmh,CPA,0.33,1.1050905961518398,1.1853736393353669,3.714924334901896,0.08731688871076214,0.09061451744088457,0.0976019145063878
lmh,CPA,0.3325,1.1048791910109441,1.1860745877011971,3.715045022417191,0.0873185160924554,0.09061582220067509,0.0976049677314398
lmh,CPA,0.335,1.1045800170935018,1.186783134871051,3.715167181010166,0.08732016300721294,0.09061723099806424,0.09760805799011421
lmh,CPA,0.3375,1.104798383993744,1.1874983033506838,3.715290486149399,0.08732182595094969,0.09061879618060212,0.0976111770668644
lmh,CPA,0.34,1.104575867028068,1.1882181092156439,3.715413752402687,0.08732348966688423,0.09062055969141644,0.09761429497302934
lmh,CPA,0.3425,1.104291723100199,1.188941227697317,3.715537843119007,0.08732516585310493,0.09062268560604524,0.09761743354449544
lmh,CPA,0.345,1.104305745622028,1.189665927501106,3.7156632900763022,0.08732686204851181,0.09062532796098352,0.09762060622635725
lmh,CPA,0.3475,1.104016296824497,1.1903899958851152,3.715789379053516,0.08732856896382178,0.09062855530605092,0.09762379495068058
lmh,CPA,0.35,1.103846028341932,1.191112757369485,3.7159173193712016,0.08733030234557036,0.0906324822681858,0.09762703029480645
lmh,CPA,0.3525,1.103960646736753,1.1918329110756138,3.716046367853513,0.08733205230847732,0.09063710002144056,0.09763029345847328
lmh,CPA,0.355,1.1036973933419152,1.192549385865418,3.716175499840574,0.08733380490098992,0.09064235791918948,0.09763355852903549
lmh,CPA,0.3575,1.103572395373517,1.193262608097375,3.7163058362692234,0.08733557459210868,0.09064828242611793,0.09763685384609821
lmh,CPA,0.36,1.1033988551222411,1.193972340230212,3.716436972799273,0.08733735601685254,0.09065482292083825,0.09764016918193505
lmh,CPA,0.3625,1.1030979833741401,1.194678944767488,3.716569310567323,0.08733915424899501,0.09066195475877314,0.09764351467315052
lmh,CPA,0.365,1.103313982478362,1.195383155494898,3.716703810059164,0.0873409821661694,0.09066968237948836,0.09764691459264122
lmh,CPA,0.3675,1.103047176288903,1.196084016630748,3.716838368410383,0.08734281174402847,0.09067787368686578,0.09765031577816768
lmh,CPA,0.37,1.102823577156391,1.196782277380532,3.716973864503005,0.08734465437005447,0.09068652924120643,0.0976537404425485
lmh,CPA,0.3725,1.1027245608673741,1.1974784033372492,3.717110661667885,0.08734650016530605,0.09069563018281408,0.09765719776347018
lmh,CPA,0.375,1.102428925992994,1.198172240877129,3.717248029707429,0.08734834604829089,0.09070511070406732,0.09766066928180056
lmh,CPA,0.3775,1.102608144672686,1.198865233420574,3.7173880569131743,0.08735022882572659,0.09071502950660428,0.09766420776402546
lmh,CPA,0.38,1.102338219476376,1.199556076554475,3.71752807497381,0.0873521105302687,0.09072524703106849,0.097667745775348
lmh,CPA,0.3825,1.102200998156435,1.200245762168064,3.717669444073811,0.0873540065098111,0.09073579564587876,0.0976713176818789
lmh,CPA,0.385,1.101991243148906,1.200934318984286,3.717811855834054,0.08735591134841778,0.09074664050265506,0.09767491568583753
lmh,CPA,0.3875,1.101798761684471,1.201622127980492,3.717955604562243,0.08735783311327562,0.0907577712474523,0.09767854721673756
lmh,CPA,0.39,1.101838664165328,1.202309673826641,3.718101179654246,0.08735977897537403,0.09076918796747514,0.09768222462995436
lmh,CPA,0.3925,1.1015673592047701,1.202996382509064,3.718247265184816,0.0873617317263247,0.09078081830610682,0.09768591467743246
lmh,CPA,0.395,1.10147445572695,1.203683113445136,3.718395050033134,0.08736370695333759,0.0907926950883661,0.0976896473838355
lmh,CPA,0.3975,1.101194918330266,1.20436961521954,3.718543826609364,0.08736569551342675,0.09080477382243725,0.09769340486990653
lmh,CPA,0.4,1.1012691683583071,1.205056696573503,3.7186947587515937,0.08736771278205523,0.09081708991068886,0.09769721652094616
lmh,CPA,0.4025,1.101007179557435,1.205743715344395,3.718846547894098,0.0873697417628577,0.09082957804607873,0.09770104953470263
lmh,CPA,0.405,1.100886945438445,1.206431111410297,3.718999812022407,0.08737179064167189,0.09084225550732476,0.09770491951032294
lmh,CPA,0.4075,1.10061633233441,1.207119043900617,3.7191546921641514,0.08737386136482936,0.09085511853341793,0.09770883000026599
lmh,CPA,0.41,1.100636571411657,1.207807788862023,3.719311565034372,0.08737595910346416,0.09086817618806665,0.09771279050592747
lmh,CPA,0.4125,1.1003784520279771,1.208496937905229,3.7194696490836607,0.08737807363077396,0.09088138997153934,0.09771678128680919
lmh,CPA,0.415,1.100235287218809,1.2091866979351311,3.719629231354354,0.08738020882672909,0.09089476657660595,0.09772080958151211
