system,eos,step,pvi,component,cumulative_produced_kg,recovery_fraction_of_initial,relative_balance_error
binary,PR,250,0.625,Heavy_squalane,0.6609289175797766,0.44189098934046955,2.768036081931699e-07
binary,PR,251,0.6275,H2O,0.3652034435183992,1.9101521571398,-6.889824128785152e-07
binary,PR,251,0.6275,Heavy_squalane,0.6619039738249184,0.4425429029689519,2.788798370108073e-07
binary,PR,252,0.63,H2O,0.3681345729220954,1.9254830726957597,-6.922821539711794e-07
binary,PR,252,0.63,Heavy_squalane,0.6628759052156799,0.44319272734856496,2.807891791778787e-07
binary,PR,253,0.6325,H2O,0.3710683569802374,1.9408278730986614,-6.950192095453192e-07
binary,PR,253,0.6325,Heavy_squalane,0.6638448427434666,0.4438405500589567,2.82546309369801e-07
binary,PR,254,0.635,H2O,0.374004687720189,1.9561859936107753,-6.972693367347419e-07
binary,PR,254,0.635,Heavy_squalane,0.6648109081507391,0.4444864524960152,2.841673249252166e-07
binary,PR,255,0.6375,H2O,0.3769434671210918,1.971556921545932,-6.990851632654712e-07
binary,PR,255,0.6375,Heavy_squalane,0.6657742119465979,0.44513050854510783,2.856690968663118e-07
binary,PR,256,0.64,H2O,0.379884608669129,1.9869402044041446,-7.005463419645712e-07
binary,PR,256,0.64,Heavy_squalane,0.6667348516611581,0.4457727834139715,2.870698336641927e-07
binary,PR,257,0.6425,H2O,0.3828280386248114,2.0023354564999902,-7.017170279276414e-07
binary,PR,257,0.6425,Heavy_squalane,0.6676929104097359,0.4464133326727414,2.883874783488876e-07
binary,PR,258,0.645,H2O,0.3857736969717537,2.0177423639250707,-7.026550554347251e-07
binary,PR,258,0.645,Heavy_squalane,0.6686484558249398,0.447052201539957,2.896395151441327e-07
binary,PR,259,0.6475,H2O,0.3887215380236674,2.033160687722816,-7.034184671970065e-07
binary,PR,259,0.6475,Heavy_squalane,0.6696015393794141,0.4476894244297543,2.90843689780632e-07
binary,PR,260,0.65,H2O,0.3916715306798233,2.048590265224647,-7.040801487200219e-07
binary,PR,260,0.65,Heavy_squalane,0.6705521960888294,0.4483250247532883,2.920164717044445e-07
binary,PR,261,0.6525,H2O,0.3946236583801255,2.0640310098149985,-7.047013054896007e-07
binary,PR,261,0.6525,Heavy_squalane,0.67150044457088,0.44895901495817797,2.931741891048145e-07
binary,PR,262,0.655,H2O,0.3975779187867802,2.0794829092663245,-7.053210630374625e-07
binary,PR,262,0.655,Heavy_squalane,0.672446287403588,0.44959139676806525,2.943329533495688e-07
binary,PR,263,0.6575,H2O,0.4005343232481908,2.094946022935067,-7.059927526284004e-07
binary,PR,263,0.6575,Heavy_squalane,0.6733897117220324,0.45022216158158235,2.955075808163103e-07
binary,PR,264,0.66,H2O,0.4034928961155391,2.1104204781871183,-7.067801293676884e-07
binary,PR,264,0.66,Heavy_squalane,0.674330689995886,0.4508512909922059,2.967127316316721e-07
binary,PR,265,0.6625,H2O,0.4064536739490707,2.1259064662463936,-7.077232719047354e-07
binary,PR,265,0.6625,Heavy_squalane,0.675269180928711,0.4514787573895179,2.97963675783555e-07
binary,PR,266,0.665,H2O,0.4094167046390409,2.141404237597043,-7.088679332793435e-07
binary,PR,266,0.665,Heavy_squalane,0.6762051304333639,0.4521045246113522,2.992740581013156e-07
binary,PR,267,0.6675,H2O,0.4123820464998411,2.156914097245393,-7.102678812148965e-07
binary,PR,267,0.6675,Heavy_squalane,0.6771384726698956,0.45272854863772477,3.006583742954832e-07
binary,PR,268,0.67,H2O,0.415349767305374,2.1724363996745915,-7.119681143340774e-07
binary,PR,268,0.67,Heavy_squalane,0.6780691311243068,0.4533507783120803,3.021306402636323e-07
binary,PR,269,0.6725,H2O,0.4183199432883212,2.187971543610401,-7.140232944104694e-07
binary,PR,269,0.6725,Heavy_squalane,0.6789970197419395,0.45397115609906674,3.037049949741726e-07
binary,PR,270,0.675,H2O,0.4212926580769421,2.203519966460251,-7.164774969858678e-07
binary,PR,270,0.675,Heavy_squalane,0.6799220441245313,0.45458961888487487,3.053952039519842e-07
binary,PR,271,0.6775,H2O,0.4242680015637957,2.2190821383962307,-7.193517649031407e-07
binary,PR,271,0.6775,Heavy_squalane,0.6808441028101588,0.45520609883299695,3.072149190039019e-07
binary,PR,272,0.68,H2O,0.427246068684926,2.2346585559697623,-7.22707487238218e-07
binary,PR,272,0.68,Heavy_squalane,0.681763088646123,0.4558205243021247,3.091766510448798e-07
binary,PR,273,0.6825,H2O,0.4302269581208598,2.250249735317329,-7.265686441217111e-07
binary,PR,273,0.6825,Heavy_squalane,0.6826788902640983,0.45643282083242126,3.112926431734831e-07
binary,PR,274,0.685,H2O,0.4332107709009113,2.2658562048604605,-7.309782915002845e-07
binary,PR,274,0.685,Heavy_squalane,0.683591393642544,0.457042912190134,3.135725546687933e-07
binary,PR,275,0.6875,H2O,0.4361976089654291,2.281478497785742,-7.359583682679468e-07
binary,PR,275,0.6875,Heavy_squalane,0.6845004837467422,0.4576507214641098,3.160253870712486e-07
binary,PR,276,0.69,H2O,0.4391875736738026,2.297117144241122,-7.415248215707311e-07
binary,PR,276,0.69,Heavy_squalane,0.6854060462002731,0.45825617218332737,3.186571911903812e-07
binary,PR,277,0.6925,H2O,0.4421807643354857,2.31277266365261,-7.47690363418168e-07
binary,PR,277,0.6925,Heavy_squalane,0.6863079689562283,0.45885918943425524,3.214724804894819e-07
binary,PR,278,0.695,H2O,0.4451772767696375,2.328445557190655,-7.544609162555895e-07
binary,PR,278,0.695,Heavy_squalane,0.687206143906976,0.45945970093712624,3.244716411051518e-07
binary,PR,279,0.6975,H2O,0.4481772019801929,2.3441363008402605,-7.618181962219607e-07
binary,PR,279,0.6975,Heavy_squalane,0.6881004683940802,0.4600576380554552,3.276527932008999e-07
binary,PR,280,0.7,H2O,0.4511806249533371,2.359845339111324,-7.697517158776277e-07
binary,PR,280,0.7,Heavy_squalane,0.6889908465601947,0.4606529366999028,3.310110294570714e-07
binary,PR,281,0.7025,H2O,0.4541876236295232,2.3755730796618972,-7.782194884895361e-07
binary,PR,281,0.7025,Heavy_squalane,0.68987719050782,0.4612455381030103,3.34538416035818e-07
binary,PR,282,0.705,H2O,0.4571982680184439,2.3913198886691567,-7.871976893732991e-07
binary,PR,282,0.705,Heavy_squalane,0.6907594212975092,0.4618353894865902,3.382240938287573e-07
binary,PR,283,0.7075,H2O,0.4602126196642629,2.4070860880323592,-7.966413375805658e-07
binary,PR,283,0.7075,Heavy_squalane,0.6916374695521113,0.462422444465718,3.420553565515512e-07
binary,PR,284,0.71,H2O,0.4632307312377196,2.422871953239395,-8.064890128233836e-07
binary,PR,284,0.71,Heavy_squalane,0.6925112759078484,0.46300666335031854,3.460167914749138e-07
binary,PR,285,0.7125,H2O,0.466252646349828,2.4386777123923657,-8.166970360650545e-07
binary,PR,285,0.7125,Heavy_squalane,0.6933807912360264,0.463588013293399,3.500925719715032e-07
binary,PR,286,0.715,H2O,0.469278399545226,2.454503546172794,-8.27197916165482e-07
binary,PR,286,0.715,Heavy_squalane,0.6942459766361381,0.4641664682864386,3.542652763921996e-07
binary,PR,287,0.7175,H2O,0.4723080164844923,2.4703495887952127,-8.379380225337494e-07
binary,PR,287,0.7175,Heavy_squalane,0.6951068032338652,0.46474200902433394,3.585171691756022e-07
binary,PR,288,0.72,H2O,0.475341514270005,2.48621592971153,-8.488511035721138e-07
binary,PR,288,0.72,Heavy_squalane,0.6959632518089606,0.4653146226566047,3.628303164960153e-07
binary,PR,289,0.7225,H2O,0.4783789018969111,2.502102615969767,-8.598864566342475e-07
binary,PR,289,0.7225,Heavy_squalane,0.6968153122886788,0.465884302448706,3.67187529262176e-07
binary,PR,290,0.725,H2O,0.4814201807903073,2.5180096550237177,-8.709826579425509e-07
binary,PR,290,0.725,Heavy_squalane,0.6976629831369148,0.4664510473736122,3.715722574901143e-07
binary,PR,291,0.7275,H2O,0.4844653454108639,2.533937017900593,-8.820764055260391e-07
binary,PR,291,0.7275,Heavy_squalane,0.6985062706732246,0.46701486165652023,3.759693231610275e-07
binary,PR,292,0.73,H2O,0.4875143838887494,2.549884642516684,-8.931453511389407e-07
binary,PR,292,0.73,Heavy_squalane,0.6993451883461879,0.4675757542890267,3.803637295963122e-07
binary,PR,293,0.7325,H2O,0.4905672786908881,2.5658524371673725,-9.041267274726273e-07
binary,PR,293,0.7325,Heavy_squalane,0.7001797559935455,0.46813373853446244,3.847425663090563e-07
binary,PR,294,0.735,H2O,0.4936240072764251,2.5818402839554606,-9.149833954663424e-07
binary,PR,294,0.735,Heavy_squalane,0.7010099991025627,0.4686888314333783,3.890951064660452e-07
binary,PR,295,0.7375,H2O,0.4966845427222806,2.5978480420630565,-9.256832031345356e-07
binary,PR,295,0.7375,Heavy_squalane,0.7018359480866002,0.46924105331986743,3.934105311907379e-07
binary,PR,296,0.74,H2O,0.4997488543444572,2.6138755510012475,-9.362006761518142e-07
binary,PR,296,0.74,Heavy_squalane,0.7026576376007061,0.46979042736397575,3.976800507908046e-07
binary,PR,297,0.7425,H2O,0.5028169082691905,2.629922633597431,-9.465084010621669e-07
binary,PR,297,0.7425,Heavy_squalane,0.7034751058951454,0.47033697913947836,4.018965316115114e-07
binary,PR,298,0.745,H2O,0.5058886679616288,2.6459890987605137,-9.565962351269777e-07
binary,PR,298,0.745,Heavy_squalane,0.7042883942164838,0.47088073622344934,4.060540696672779e-07
binary,PR,299,0.7475,H2O,0.508964094709694,2.6620747440116825,-9.664350365314903e-07
binary,PR,299,0.7475,Heavy_squalane,0.7050975462598204,0.4714217278300296,4.101475916635473e-07
binary,PR,300,0.75,H2O,0.5120431480635765,2.6781793577831325,-9.760218251754965e-07
binary,PR,300,0.75,Heavy_squalane,0.7059026076738567,0.47195998447952087,4.1417281157312e-07
binary,PR,301,0.7525,H2O,0.5151257862365032,2.6943027215142323,-9.853470681859269e-07
binary,PR,301,0.7525,Heavy_squalane,0.7067036256197428,0.47249553770343367,4.181274453853808e-07
binary,PR,302,0.755,H2O,0.5182119664395306,2.7104446114026226,-9.944026844950384e-07
binary,PR,302,0.755,Heavy_squalane,0.7075006483745782,0.4730284197793924,4.220086935728564e-07
binary,PR,303,0.7575,H2O,0.5213016452029623,2.726604800085347,-1.003181537312664e-06
binary,PR,303,0.7575,Heavy_squalane,0.7082937249900851,0.473558663502927,4.258157266321792e-07
binary,PR,304,0.76,H2O,0.5243947786323039,2.7427830579775963,-1.011692437553301e-06
binary,PR,304,0.76,Heavy_squalane,0.7090829049891265,0.4740863019845675,4.295477011792539e-07
binary,PR,305,0.7625,H2O,0.527491322641808,2.7589791544942344,-1.019921980179433e-06
binary,PR,305,0.7625,Heavy_squalane,0.709868238106853,0.4746113684767778,4.332042010891697e-07
binary,PR,306,0.765,H2O,0.5305912331517286,2.775192859081516,-1.027878940031883e-06
binary,PR,306,0.765,Heavy_squalane,0.7106497740685439,0.47513389622542196,4.367851456755587e-07
binary,PR,307,0.7675,H2O,0.5336944662584382,2.7914239421068605,-1.035565345802236e-06
binary,PR,307,0.7675,Heavy_squalane,0.7114275624018224,0.47565391834421267,4.402911903759812e-07
binary,PR,308,0.77,H2O,0.5368009783728913,2.8076721755830722,-1.042986343257444e-06
binary,PR,308,0.77,Heavy_squalane,0.7122016522777431,0.4761714677084645,4.437232833851593e-07
binary,PR,309,0.7725,H2O,0.5399107263393038,2.8239373337890754,-1.050140032157313e-06
binary,PR,309,0.7725,Heavy_squalane,0.7129720923795976,0.47668657686737786,4.470829010335163e-07
binary,PR,310,0.775,H2O,0.5430236675266538,2.8402191937484993,-1.057037416468691e-06
binary,PR,310,0.775,Heavy_squalane,0.7137389307936778,0.4771992779710049,4.503712426307536e-07
binary,PR,311,0.7775,H2O,0.5461397599074335,2.8565175356415797,-1.063683911839112e-06
binary,PR,311,0.7775,Heavy_squalane,0.7145022149220157,0.4777096027119078,4.535893562831397e-07
binary,PR,312,0.78,H2O,0.5492589621261499,2.8728321431634454,-1.070084039173657e-06
binary,PR,312,0.78,Heavy_squalane,0.7152619914144136,0.47821758227971484,4.567391912308033e-07
binary,PR,313,0.7825,H2O,0.5523812335382532,2.889162803727725,-1.076246488055547e-06
binary,PR,313,0.7825,Heavy_squalane,0.7160183061120934,0.4787232473234449,4.598220716357645e-07
binary,PR,314,0.785,H2O,0.5555065342567308,2.9055093087102546,-1.082169330917077e-06
binary,PR,314,0.785,Heavy_squalane,0.7167712040093962,0.4792266279259003,4.628403332458956e-07
binary,PR,315,0.7875,H2O,0.558634825164328,2.921871453512996,-1.087873671351217e-06
binary,PR,315,0.7875,Heavy_squalane,0.7175207292210106,0.4797277535817557,4.657950550465167e-07
binary,PR,316,0.79,H2O,0.5617660679448634,2.9382490377278243,-1.093361104636959e-06
binary,PR,316,0.79,Heavy_squalane,0.7182669249655242,0.4802266531865607,4.686882476647171e-07
binary,PR,317,0.7925,H2O,0.564900225088167,2.954641865162363,-1.09863398323169e-06
binary,PR,317,0.7925,Heavy_squalane,0.7190098335525527,0.4807233550281349,4.715219686399911e-07
binary,PR,318,0.795,H2O,0.5680372598901106,2.9710497438401373,-1.103706078850812e-06
binary,PR,318,0.795,Heavy_squalane,0.7197494963770075,0.481217886782735,4.742976463511579e-07
binary,PR,319,0.7975,H2O,0.5711771364591861,2.9874724860349824,-1.108572781709371e-06
binary,PR,319,0.7975,Heavy_squalane,0.720485953921812,0.48171027551687096,4.77017230186803e-07
binary,PR,320,0.8,H2O,0.5743198197054504,3.003909908213222,-1.113256689076594e-06
binary,PR,320,0.8,Heavy_squalane,0.721219245762163,0.48220054769015486,4.796822393814166e-07
binary,PR,321,0.8025,H2O,0.5774652753360761,3.0203618310103972,-1.117746187879733e-06
binary,PR,321,0.8025,Heavy_squalane,0.7219494105760048,0.48268872916230415,4.822943702044357e-07
binary,PR,322,0.805,H2O,0.5806134698442444,3.036828079173171,-1.122054260564157e-06
binary,PR,322,0.805,Heavy_squalane,0.7226764861566984,0.48317484520161214,4.848555092471439e-07
binary,PR,323,0.8075,H2O,0.5837643704913358,3.053308481466178,-1.126195442403524e-06
binary,PR,323,0.8075,Heavy_squalane,0.7234005094271551,0.4836589204943973,4.87367048145258e-07
binary,PR,324,0.81,H2O,0.5869179452980632,3.069802870625651,-1.130165666550171e-06
binary,PR,324,0.81,Heavy_squalane,0.7241215164583832,0.4841409791574038,4.898308408295266e-07
binary,PR,325,0.8125,H2O,0.5900741630202376,3.0863110832326623,-1.133979732335374e-06
binary,PR,325,0.8125,Heavy_squalane,0.7248395424863142,0.48462104474905093,4.92248025964975e-07
binary,PR,326,0.815,H2O,0.5932329931382831,3.1028329596582847,-1.137634192655032e-06
binary,PR,326,0.815,Heavy_squalane,0.7255546219331119,0.48509914028368056,4.946200801047123e-07
binary,PR,327,0.8175,H2O,0.5963944058356899,3.1193683439508932,-1.141142150126833e-06
binary,PR,327,0.8175,Heavy_squalane,0.7262667884269025,0.4855752882447482,4.969483141980874e-07
binary,PR,328,0.82,H2O,0.5995583719832971,3.1359170837539576,-1.144506835136594e-06
binary,PR,328,0.82,Heavy_squalane,0.7269760748234416,0.4860495105993096,4.992343012952453e-07
binary,PR,329,0.8225,H2O,0.6027248631161007,3.15247903018474,-1.147724020962649e-06
binary,PR,329,0.8225,Heavy_squalane,0.7276825132264487,0.48652182881161604,5.014792407801157e-07
binary,PR,330,0.825,H2O,0.6058938514193675,3.1690540377616627,-1.150803605073688e-06
binary,PR,330,0.825,Heavy_squalane,0.7283861350101415,0.4869922638581806,5.036847007295348e-07
binary,PR,331,0.8275,H2O,0.6090653097023259,3.185641964266706,-1.153757096091344e-06
binary,PR,331,0.8275,Heavy_squalane,0.7290869708389438,0.48746083624095476,5.058515411547791e-07
binary,PR,332,0.83,H2O,0.6122392113862494,3.2022426706830753,-1.156577791157799e-06
binary,PR,332,0.83,Heavy_squalane,0.7297850506901679,0.4879275660024935,5.079809174965132e-07
binary,PR,333,0.8325,H2O,0.6154155304849372,3.2188560210931114,-1.159281554373729e-06
binary,PR,333,0.8325,Heavy_squalane,0.7304804038746795,0.48839247273977177,5.100741404814005e-07
binary,PR,334,0.835,H2O,0.6185942415819218,3.2354818825590734,-1.161868903559769e-06
binary,PR,334,0.835,Heavy_squalane,0.7311730590564174,0.48885557561723514,5.121319948530297e-07
binary,PR,335,0.8375,H2O,0.6217753198189824,3.252120125063065,-1.16433774879731e-06
binary,PR,335,0.8375,Heavy_squalane,0.7318630442738744,0.4893168933811618,5.141556769519627e-07
binary,PR,336,0.84,H2O,0.6249587408735608,3.268770621388905,-1.166694002655373e-06
binary,PR,336,0.84,Heavy_squalane,0.7325503869586047,0.4897764443720364,5.161460355067458e-07
binary,PR,337,0.8425,H2O,0.6281444809458108,3.2854332470543945,-1.168949257555413e-06
binary,PR,337,0.8425,Heavy_squalane,0.733235113955208,0.4902342465379109,5.181041577420614e-07
binary,PR,338,0.845,H2O,0.6313325167409373,3.3021078802189447,-1.17109765382241e-06
binary,PR,338,0.845,Heavy_squalane,0.7339172515396619,0.4906903174466623,5.200311894488703e-07
binary,PR,339,0.8475,H2O,0.6345228254489452,3.3187944015776525,-1.173149653633793e-06
binary,PR,339,0.8475,Heavy_squalane,0.7345968254364481,0.491144674297442,5.219277411564967e-07
binary,PR,340,0.85,H2O,0.6377153847343128,3.335492694307289,-1.175097789133464e-06
binary,PR,340,0.85,Heavy_squalane,0.7352738608371342,0.49159733393310034,5.237946160914231e-07
binary,PR,341,0.8525,H2O,0.6409101727190115,3.35220264397749,-1.17695680709136e-06
binary,PR,341,0.8525,Heavy_squalane,0.7359483824168592,0.492048312851208,5.256325379814201e-07
binary,PR,342,0.855,H2O,0.6441071679713759,3.368924138492538,-1.178722741639978e-06
binary,PR,342,0.855,Heavy_squalane,0.7366204143513881,0.49249762721545887,5.274426255240495e-07
binary,PR,343,0.8575,H2O,0.6473063494840787,3.385657067976165,-1.180400454120453e-06
binary,PR,343,0.8575,Heavy_squalane,0.7372899803312022,0.4929452928650906,5.292252573588352e-07
binary,PR,344,0.86,H2O,0.6505076966705909,3.4024013247530362,-1.18199831898831e-06
binary,PR,344,0.86,Heavy_squalane,0.7379571035788117,0.4933913253264598,5.309814764702801e-07
binary,PR,345,0.8625,H2O,0.6537111893443329,3.4191568032397046,-1.183509086163512e-06
binary,PR,345,0.8625,Heavy_squalane,0.7386218068618049,0.4938357398217663,5.327118924227381e-07
binary,PR,346,0.865,H2O,0.6569168077100335,3.435923399899414,-1.184938671910911e-06
binary,PR,346,0.865,Heavy_squalane,0.7392841125078012,0.494278551279051,5.34417230799692e-07
binary,PR,347,0.8675,H2O,0.6601245323503345,3.4527010131720357,-1.186291293963998e-06
binary,PR,347,0.8675,Heavy_squalane,0.7399440424178039,0.49471977434112296,5.36098147929444e-07
binary,PR,348,0.87,H2O,0.6633343442118265,3.469489543401031,-1.187570622129158e-06
binary,PR,348,0.87,Heavy_squalane,0.7406016180788394,0.49515942337401025,5.377549124448967e-07
binary,PR,349,0.8725,H2O,0.6665462246011689,3.4862888928131572,-1.188783610846789e-06
binary,PR,349,0.8725,Heavy_squalane,0.7412568605780762,0.49559751247639955,5.393884171663194e-07
binary,PR,350,0.875,H2O,0.6697601551677431,3.5030989654277387,-1.189921073602113e-06
binary,PR,350,0.875,Heavy_squalane,0.7419097906136277,0.496034055486859,5.40999263789846e-07
binary,PR,351,0.8775,H2O,0.6729761178941704,3.5199196670070676,-1.190987492566733e-06
binary,PR,351,0.8775,Heavy_squalane,0.7425604285064161,0.49646906599177004,5.425879043669763e-07
binary,PR,352,0.88,H2O,0.6761940950882185,3.536750905014077,-1.191992307442244e-06
binary,PR,352,0.88,Heavy_squalane,0.7432087942117966,0.4969025573330994,5.441548759408302e-07
binary,PR,353,0.8825,H2O,0.6794140693717631,3.5535925885546034,-1.192928128538793e-06
binary,PR,353,0.8825,Heavy_squalane,0.7438549073300815,0.49733454261543547,5.457006256638273e-07
binary,PR,354,0.885,H2O,0.6826360236732248,3.570444628337829,-1.193807288767567e-06
binary,PR,354,0.885,Heavy_squalane,0.7444987871172746,0.4977650347131651,5.472257210127679e-07
binary,PR,355,0.8875,H2O,0.6858599412169258,3.587306936620612,-1.194617902527322e-06
binary,PR,355,0.8875,Heavy_squalane,0.7451404524947274,0.49819404627692965,5.487306203485736e-07
binary,PR,356,0.89,H2O,0.6890858055158365,3.6041794271695524,-1.195375246345944e-06
binary,PR,356,0.89,Heavy_squalane,0.7457799220590235,0.49862158974023385,5.502158414149568e-07
binary,PR,357,0.8925,H2O,0.6923136003611431,3.6210620152064212,-1.196078195574294e-06
binary,PR,357,0.8925,Heavy_squalane,0.7464172140908019,0.49904767732534444,5.516816706596579e-07
binary,PR,358,0.895,H2O,0.695543309819496,3.6379546173937736,-1.196714276202254e-06
binary,PR,358,0.895,Heavy_squalane,0.7470523465646838,0.49947232104992784,5.531288430189491e-07
binary,PR,359,0.8975,H2O,0.6987749182182502,3.654857151757748,-1.197307107187232e-06
binary,PR,359,0.8975,Heavy_squalane,0.7476853371564335,0.49989553273183723,5.545575988446789e-07
binary,PR,360,0.9,H2O,0.7020084101426964,3.6717695376735833,-1.197840740035957e-06
binary,PR,360,0.9,Heavy_squalane,0.7483162032520959,0.5003173239952222,5.559682836704647e-07
binary,PR,361,0.9025,H2O,0.7052437704299475,3.6886916958336435,-1.198325131467439e-06
binary,PR,361,0.9025,Heavy_squalane,0.7489449619561039,0.500737706275949,5.573614652700211e-07
binary,PR,362,0.905,H2O,0.7084809841571733,3.705623548185883,-1.198761906398733e-06
binary,PR,362,0.905,Heavy_squalane,0.7495716300979418,0.5011566908260561,5.587372868301038e-07
binary,PR,363,0.9075,H2O,0.7117200366396048,3.7225650179234044,-1.199149483569596e-06
binary,PR,363,0.9075,Heavy_squalane,0.7501962242403666,0.5015742887192501,5.600960506833499e-07
binary,PR,364,0.91,H2O,0.7149609134250309,3.7395160294556766,-1.199489909935786e-06
binary,PR,364,0.91,Heavy_squalane,0.7508187606866247,0.5019905108557317,5.614383227477615e-07
binary,PR,365,0.9125,H2O,0.7182036002847147,3.756476508361024,-1.199783031022858e-06
binary,PR,365,0.9125,Heavy_squalane,0.7514392554866753,0.5024053679663557,5.627645341424043e-07
binary,PR,366,0.915,H2O,0.7214480832073391,3.773446381354957,-1.20003373390225e-06
binary,PR,366,0.915,Heavy_squalane,0.7520577244437072,0.5028188706169886,5.640749525352107e-07
binary,PR,367,0.9175,H2O,0.7246943483937318,3.790425576262585,-1.200244545305563e-06
binary,PR,367,0.9175,Heavy_squalane,0.7526741831205274,0.50323102921278,5.653697297976698e-07
binary,PR,368,0.92,H2O,0.7279423822545772,3.807414022006647,-1.200407068286704e-06
binary,PR,368,0.92,Heavy_squalane,0.7532886468462523,0.503641854002636,5.666492983107316e-07
binary,PR,369,0.9225,H2O,0.7311921714021454,3.8244116485642516,-1.200524746910306e-06
binary,PR,369,0.9225,Heavy_squalane,0.7539011307216071,0.5040513550827622,5.679139803002682e-07
binary,PR,370,0.925,H2O,0.734443702644925,3.841418386938803,-1.200605754186558e-06
binary,PR,370,0.925,Heavy_squalane,0.7545116496245395,0.5044595424004178,5.691639479021462e-07
binary,PR,371,0.9275,H2O,0.737696962987431,3.858434169159001,-1.200646636229742e-06
binary,PR,371,0.9275,Heavy_squalane,0.7551202182165704,0.5048664257581603,5.703998083796363e-07
binary,PR,372,0.93,H2O,0.7409519396170986,3.8754589282102825,-1.200657382078068e-06
binary,PR,372,0.93,Heavy_squalane,0.7557268509465092,0.505272014816331,5.716215560171448e-07
binary,PR,373,0.9325,H2O,0.7442086199053194,3.89249259804025,-1.200623687460029e-06
binary,PR,373,0.9325,Heavy_squalane,0.7563315620566039,0.5056763190971657,5.728292588079681e-07
binary,PR,374,0.935,H2O,0.747466991406823,3.9095351135554317,-1.200561223294124e-06
binary,PR,374,0.935,Heavy_squalane,0.756934365588173,0.5060793479885606,5.740235341846798e-07
binary,PR,375,0.9375,H2O,0.7507270418459859,3.926586410549672,-1.200463990862498e-06
binary,PR,375,0.9375,Heavy_squalane,0.7575352753846228,0.5064811107460897,5.752043739079178e-07
binary,PR,376,0.94,H2O,0.7539887591218594,3.9436464257304324,-1.200328097760055e-06
binary,PR,376,0.94,Heavy_squalane,0.7581343050977418,0.5068816164972132,5.763722641000582e-07
binary,PR,377,0.9425,H2O,0.7572521312977659,3.960715096664374,-1.200168413586449e-06
binary,PR,377,0.9425,Heavy_squalane,0.7587314681909723,0.5072808742434645,5.775273994624285e-07
binary,PR,378,0.945,H2O,0.7605171466005108,3.977792361773235,-1.199975638292604e-06
binary,PR,378,0.945,Heavy_squalane,0.7593267779442807,0.507678892863707,5.786700532300977e-07
binary,PR,379,0.9475,H2O,0.7637837934131899,3.9948781602962122,-1.19974561882194e-06
binary,PR,379,0.9475,Heavy_squalane,0.759920247457697,0.5080756811165001,5.798001530302889e-07
binary,PR,380,0.95,H2O,0.7670520602799541,4.011972432314881,-1.199489103705202e-06
binary,PR,380,0.95,Heavy_squalane,0.7605118896568657,0.5084712476438108,5.809182912805749e-07
binary,PR,381,0.9525,H2O,0.7703219358927984,4.029075118684099,-1.19920185178831e-06
binary,PR,381,0.9525,Heavy_squalane,0.7611017172951906,0.5088656009724474,5.820245505230358e-07
binary,PR,382,0.955,H2O,0.7735934090926042,4.046186161037452,-1.198883194068838e-06
binary,PR,382,0.955,Heavy_squalane,0.761689742958411,0.5092587495171192,5.831190271804791e-07
binary,PR,383,0.9575,H2O,0.7768664688682689,4.063305501782712,-1.19853488412606e-06
binary,PR,383,0.9575,Heavy_squalane,0.7622759790686968,0.5096507015831749,5.842021264662278e-07
binary,PR,384,0.96,H2O,0.7801411043469706,4.080433084050904,-1.198163960595102e-06
binary,PR,384,0.96,Heavy_squalane,0.7628604378870192,0.5100414653681867,5.85273769326941e-07
binary,PR,385,0.9625,H2O,0.7834173047987293,4.097568851720176,-1.197765804327495e-06
binary,PR,385,0.9625,Heavy_squalane,0.7634431315179491,0.5104310489651593,5.863342963229275e-07
binary,PR,386,0.965,H2O,0.7866950596297079,4.114712749380751,-1.197339345501766e-06
binary,PR,386,0.965,Heavy_squalane,0.7640240719123261,0.5108194603643144,5.873840338368544e-07
binary,PR,387,0.9675,H2O,0.7899743583758547,4.131864722301682,-1.196888510214524e-06
binary,PR,387,0.9675,Heavy_squalane,0.7646032708698725,0.5112067074548371,5.884228696352462e-07
binary,PR,388,0.97,H2O,0.793255190708546,4.149024716460358,-1.196411750593477e-06
binary,PR,388,0.97,Heavy_squalane,0.7651807400438186,0.5115927980279703,5.894512546561751e-07
binary,PR,389,0.9725,H2O,0.7965375464218516,4.166192678475905,-1.195913139600558e-06
binary,PR,389,0.9725,Heavy_squalane,0.765756490942176,0.5119777397778644,5.904690192875432e-07
binary,PR,390,0.975,H2O,0.7998214154412124,4.1833685556545674,-1.195384064067247e-06
binary,PR,390,0.975,Heavy_squalane,0.7663305349326666,0.5123615403048738,5.914766987167582e-07
binary,PR,391,0.9775,H2O,0.803106787811272,4.200552295926066,-1.194840591009504e-06
binary,PR,391,0.9775,Heavy_squalane,0.766902883243902,0.5127442071163447,5.92474402950441e-07
binary,PR,392,0.98,H2O,0.8063936536981234,4.2177438478553455,-1.194268381878487e-06
binary,PR,392,0.98,Heavy_squalane,0.7674735469689813,0.5131257476290211,5.934623746415234e-07
binary,PR,393,0.9825,H2O,0.8096820033823956,4.234943160606421,-1.193677553976364e-06
binary,PR,393,0.9825,Heavy_squalane,0.7680425370674032,0.5135061691703228,5.944404518976701e-07
binary,PR,394,0.985,H2O,0.8129718272667982,4.252150183981832,-1.193065311803678e-06
binary,PR,394,0.985,Heavy_squalane,0.7686098643693934,0.513885478981239,5.954092247611424e-07
binary,PR,395,0.9875,H2O,0.8162631158578754,4.269364868327213,-1.192429540064117e-06
