scope,target_pvi,mode,lower_actual_pvi,upper_actual_pvi,fraction,method,time_s,RF_H,cum_Heavy_kg,cum_Heavy_Oil_kg,cum_Heavy_Gas_kg,cum_Heavy_Water_kg,deltaP_MPa,mu_Heavy_carrier_Pa_s,water_carried_fraction
CONDITIONAL_MECHANISM_EXPERIMENT_NOT_REAL_HEAVY_VALIDATION,1.0,A,0.999999996113862,1.0199999960997193,1.9430689848638572e-07,BRACKETED_LINEAR_NO_EXTRAPOLATION,3000.0000116584138,0.3928856738957709,0.022635624485004925,0.022635624485004925,0.0,0.0,0.0034759637222909812,0.002,0.0
CONDITIONAL_MECHANISM_EXPERIMENT_NOT_REAL_HEAVY_VALIDATION,2.0,A,1.9999999958762968,2.019999995875,2.0618515784947116e-07,BRACKETED_LINEAR_NO_EXTRAPOLATION,6000.00001237111,0.47918562145278754,0.027607689733926407,0.027607689733926407,0.0,0.0,0.0024210339865003757,0.002,0.0
