case,step,pvi,cell,x_m,water_saturation,oil_saturation,gas_saturation
lmh,10,0.25,0,0.01,0.8188662933862081,0.18113370661379194,0.0
lmh,10,0.25,1,0.029999999999999995,0.7597042824078172,0.2402957175921829,0.0
lmh,10,0.25,2,0.05,0.7191254321393017,0.28087456786069837,0.0
lmh,10,0.25,3,0.07,0.6888942564153904,0.3111057435846097,0.0
lmh,10,0.25,4,0.09,0.6644039876812905,0.33559601231870945,0.0
lmh,10,0.25,5,0.11,0.6429317157490708,0.35706828425092924,0.0
lmh,10,0.25,6,0.13,0.62300693867638,0.37699306132361987,0.0
lmh,10,0.25,7,0.15,0.6039521737465942,0.39604782625340584,0.0
lmh,10,0.25,8,0.16999999999999998,0.5855272701004048,0.41447272989959527,0.0
lmh,10,0.25,9,0.19,0.5676886605494146,0.4323113394505856,0.0
lmh,10,0.25,10,0.21,0.5504519171267473,0.4495480828732526,0.0
lmh,10,0.25,11,0.22999999999999998,0.5338272683791855,0.46617273162081446,0.0
lmh,10,0.25,12,0.25,0.5177975110813974,0.48220248891860257,0.0
lmh,10,0.25,13,0.26999999999999996,0.5023169325742721,0.4976830674257279,0.0
lmh,10,0.25,14,0.29,0.48731854588001766,0.5126814541199823,0.0
lmh,10,0.25,15,0.30999999999999994,0.47272204064314144,0.5272779593568586,0.0
lmh,10,0.25,16,0.33,0.4584390401913735,0.5415609598086265,0.0
lmh,10,0.25,17,0.35,0.44437544726751327,0.5556245527324868,0.0
lmh,10,0.25,18,0.37,0.43043189700045714,0.5695681029995427,0.0
lmh,10,0.25,19,0.38999999999999996,0.41650241811985284,0.5834975818801472,0.0
lmh,10,0.25,20,0.41,0.40247109776644485,0.5975289022335551,0.0
lmh,10,0.25,21,0.43,0.38820796624962695,0.6117920337503729,0.0
lmh,10,0.25,22,0.45,0.3735641499377708,0.6264358500622291,0.0
lmh,10,0.25,23,0.47,0.3583640879097886,0.6416359120902114,0.0
lmh,10,0.25,24,0.49,0.34239748030968603,0.657602519690314,0.0
lmh,10,0.25,25,0.51,0.32541196140850814,0.6745880385914919,0.0
lmh,10,0.25,26,0.5299999999999999,0.3070982153618992,0.6929017846381008,0.0
lmh,10,0.25,27,0.55,0.28708123645065575,0.7129187635493442,0.0
lmh,10,0.25,28,0.57,0.2649265847890515,0.7350734152109485,0.0
lmh,10,0.25,29,0.59,0.24013062842253627,0.7598693715774637,0.0
lmh,10,0.25,30,0.61,0.21218665908105322,0.7878133409189468,0.0
lmh,10,0.25,31,0.63,0.1807721870280563,0.8192278129719437,0.0
lmh,10,0.25,32,0.65,0.14591757469464217,0.8540824253053578,0.0
lmh,10,0.25,33,0.6699999999999999,0.10869180185636425,0.8913081981436358,0.0
lmh,10,0.25,34,0.69,0.07206575236815553,0.9279342476318445,0.0
lmh,10,0.25,35,0.7100000000000001,0.04048890094385264,0.9595110990561473,0.0
lmh,10,0.25,36,0.73,0.01951175738572427,0.9804882426142757,0.0
lmh,10,0.25,37,0.75,0.011100641318233335,0.9888993586817667,0.0
lmh,10,0.25,38,0.7699999999999999,0.00932953743561987,0.9906704625643802,0.0
lmh,10,0.25,39,0.7899999999999999,0.009081126830030537,0.9909188731699695,0.0
lmh,10,0.25,40,0.81,0.009049680646450457,0.9909503193535496,0.0
lmh,10,0.25,41,0.83,0.00904569195944776,0.9909543080405523,0.0
lmh,10,0.25,42,0.85,0.009045118545547666,0.9909548814544524,0.0
lmh,10,0.25,43,0.8699999999999999,0.009044968892357301,0.9909550311076427,0.0
lmh,10,0.25,44,0.89,0.009044871745134068,0.990955128254866,0.0
lmh,10,0.25,45,0.91,0.009044781064790121,0.9909552189352099,0.0
lmh,10,0.25,46,0.9299999999999999,0.009044691154619061,0.9909553088453809,0.0
lmh,10,0.25,47,0.95,0.009044601318640124,0.9909553986813598,0.0
lmh,10,0.25,48,0.97,0.009044511478485466,0.9909554885215146,0.0
lmh,10,0.25,49,0.99,0.00904442163032462,0.9909555783696754,0.0
lmh,10,0.25,50,1.01,0.00904433177802029,0.9909556682219797,0.0
lmh,10,0.25,51,1.03,0.00904424192524491,0.9909557580747551,0.0
lmh,10,0.25,52,1.05,0.009044152074745123,0.9909558479252549,0.0
lmh,10,0.25,53,1.07,0.00904406222856181,0.9909559377714382,0.0
lmh,10,0.25,54,1.0899999999999999,0.00904397238810575,0.9909560276118943,0.0
lmh,10,0.25,55,1.1099999999999999,0.009043882554441851,0.9909561174455582,0.0
lmh,10,0.25,56,1.13,0.009043792728297919,0.9909562072717022,0.0
lmh,10,0.25,57,1.15,0.009043702910191433,0.9909562970898086,0.0
lmh,10,0.25,58,1.1700000000000002,0.009043613100489782,0.9909563868995103,0.0
lmh,10,0.25,59,1.19,0.009043523299455335,0.9909564767005447,0.0
lmh,20,0.5,0,0.01,0.8775494705601843,0.12245052943981573,0.0
lmh,20,0.5,1,0.029999999999999995,0.8341527452793764,0.1658472547206236,0.0
lmh,20,0.5,2,0.05,0.7992890287541929,0.20071097124580708,0.0
lmh,20,0.5,3,0.07,0.7707906508208315,0.2292093491791685,0.0
lmh,20,0.5,4,0.09,0.7476423058147401,0.25235769418526,0.0
lmh,20,0.5,5,0.11,0.7288637520912309,0.2711362479087691,0.0
lmh,20,0.5,6,0.13,0.7135645408880104,0.28643545911198953,0.0
lmh,20,0.5,7,0.15,0.7009203667216855,0.29907963327831455,0.0
lmh,20,0.5,8,0.16999999999999998,0.6901607640195959,0.3098392359804042,0.0
lmh,20,0.5,9,0.19,0.6805922062965614,0.31940779370343864,0.0
lmh,20,0.5,10,0.21,0.6716369634785042,0.32836303652149573,0.0
lmh,20,0.5,11,0.22999999999999998,0.6628626289354195,0.3371373710645805,0.0
lmh,20,0.5,12,0.25,0.6539888602547835,0.3460111397452165,0.0
lmh,20,0.5,13,0.26999999999999996,0.6448717145416984,0.35512828545830166,0.0
lmh,20,0.5,14,0.29,0.63547395962143,0.36452604037857,0.0
lmh,20,0.5,15,0.30999999999999994,0.6258310183208431,0.3741689816791569,0.0
lmh,20,0.5,16,0.33,0.6160196648616831,0.3839803351383168,0.0
lmh,20,0.5,17,0.35,0.6061332003241804,0.39386679967581956,0.0
lmh,20,0.5,18,0.37,0.5962641189969091,0.40373588100309094,0.0
lmh,20,0.5,19,0.38999999999999996,0.5864936085466691,0.413506391453331,0.0
lmh,20,0.5,20,0.41,0.5768864498127103,0.4231135501872898,0.0
lmh,20,0.5,21,0.43,0.5674897109846246,0.4325102890153753,0.0
lmh,20,0.5,22,0.45,0.5583338023667492,0.44166619763325077,0.0
lmh,20,0.5,23,0.47,0.5494347745994507,0.4505652254005493,0.0
lmh,20,0.5,24,0.49,0.5407970794156642,0.4592029205843357,0.0
lmh,20,0.5,25,0.51,0.5324163022536159,0.4675836977463841,0.0
lmh,20,0.5,26,0.5299999999999999,0.5242815967473066,0.4757184032526935,0.0
lmh,20,0.5,27,0.55,0.5163777031555763,0.4836222968444237,0.0
lmh,20,0.5,28,0.57,0.5086865282072781,0.49131347179272195,0.0
lmh,20,0.5,29,0.59,0.5011883172653715,0.4988116827346286,0.0
lmh,20,0.5,30,0.61,0.493862474597238,0.506137525402762,0.0
lmh,20,0.5,31,0.63,0.48668809470630925,0.5133119052936909,0.0
lmh,20,0.5,32,0.65,0.4796442644687846,0.5203557355312155,0.0
lmh,20,0.5,33,0.6699999999999999,0.47271018740538523,0.5272898125946148,0.0
lmh,20,0.5,34,0.69,0.465865171419194,0.534134828580806,0.0
lmh,20,0.5,35,0.7100000000000001,0.4590885106840822,0.5409114893159179,0.0
lmh,20,0.5,36,0.73,0.4523592824680496,0.5476407175319504,0.0
lmh,20,0.5,37,0.75,0.4456560717472638,0.5543439282527363,0.0
lmh,20,0.5,38,0.7699999999999999,0.43895662771443766,0.5610433722855623,0.0
lmh,20,0.5,39,0.7899999999999999,0.4322374492481802,0.5677625507518198,0.0
lmh,20,0.5,40,0.81,0.42547329182394744,0.5745267081760527,0.0
lmh,20,0.5,41,0.83,0.41863657694414075,0.5813634230558592,0.0
lmh,20,0.5,42,0.85,0.4116966804183363,0.5883033195816638,0.0
lmh,20,0.5,43,0.8699999999999999,0.4046190715688875,0.5953809284311125,0.0
lmh,20,0.5,44,0.89,0.3973642458920816,0.6026357541079185,0.0
lmh,20,0.5,45,0.91,0.3898864030523762,0.6101135969476238,0.0
lmh,20,0.5,46,0.9299999999999999,0.382131802010042,0.6178681979899581,0.0
lmh,20,0.5,47,0.95,0.374036636407603,0.625963363592397,0.0
lmh,20,0.5,48,0.97,0.3655243849400825,0.6344756150599176,0.0
lmh,20,0.5,49,0.99,0.35650242798522974,0.6434975720147702,0.0
lmh,20,0.5,50,1.01,0.3468575362973455,0.6531424637026545,0.0
lmh,20,0.5,51,1.03,0.336450503519106,0.6635494964808941,0.0
lmh,20,0.5,52,1.05,0.32510901530532604,0.6748909846946739,0.0
lmh,20,0.5,53,1.07,0.3126183934666748,0.6873816065333251,0.0
lmh,20,0.5,54,1.0899999999999999,0.29871277024872567,0.7012872297512743,0.0
lmh,20,0.5,55,1.1099999999999999,0.2830622149437973,0.7169377850562028,0.0
lmh,20,0.5,56,1.13,0.2652630960855978,0.7347369039144022,0.0
lmh,20,0.5,57,1.15,0.24484568244802507,0.7551543175519749,0.0
lmh,20,0.5,58,1.1700000000000002,0.221281595107131,0.7787184048928689,0.0
lmh,20,0.5,59,1.19,0.19408176803685948,0.8059182319631405,0.0
lmh,30,0.75,0,0.01,0.9026522260311017,0.09734777396889832,0.0
lmh,30,0.75,1,0.029999999999999995,0.8699676527231437,0.13003234727685636,0.0
lmh,30,0.75,2,0.05,0.8420046291685979,0.15799537083140214,0.0
lmh,30,0.75,3,0.07,0.8165961701767869,0.1834038298232131,0.0
lmh,30,0.75,4,0.09,0.7941740371111526,0.2058259628888474,0.0
lmh,30,0.75,5,0.11,0.7747069963629912,0.22529300363700866,0.0
lmh,30,0.75,6,0.13,0.757918730142469,0.242081269857531,0.0
lmh,30,0.75,7,0.15,0.7435065745737603,0.2564934254262397,0.0
lmh,30,0.75,8,0.16999999999999998,0.7312025319007813,0.26879746809921873,0.0
lmh,30,0.75,9,0.19,0.7207684414173461,0.2792315585826538,0.0
lmh,30,0.75,10,0.21,0.7119731442076773,0.28802685579232273,0.0
lmh,30,0.75,11,0.22999999999999998,0.7045716725464346,0.29542832745356534,0.0
lmh,30,0.75,12,0.25,0.6982952568762448,0.30170474312375517,0.0
lmh,30,0.75,13,0.26999999999999996,0.692854919861557,0.307145080138443,0.0
lmh,30,0.75,14,0.29,0.6879566397291828,0.31204336027081736,0.0
lmh,30,0.75,15,0.30999999999999994,0.6833225573554625,0.31667744264453757,0.0
lmh,30,0.75,16,0.33,0.6787115471526619,0.3212884528473382,0.0
lmh,30,0.75,17,0.35,0.6739338987237995,0.3260661012762005,0.0
lmh,30,0.75,18,0.37,0.6688577759091281,0.33114222409087185,0.0
lmh,30,0.75,19,0.38999999999999996,0.6634079311385737,0.33659206886142634,0.0
lmh,30,0.75,20,0.41,0.6575588101356398,0.34244118986436023,0.0
lmh,30,0.75,21,0.43,0.6513245747490355,0.3486754252509645,0.0
lmh,30,0.75,22,0.45,0.6447481724691176,0.3552518275308824,0.0
lmh,30,0.75,23,0.47,0.6378909205795263,0.36210907942047366,0.0
lmh,30,0.75,24,0.49,0.630823465868662,0.369176534131338,0.0
lmh,30,0.75,25,0.51,0.6236185265135766,0.3763814734864234,0.0
lmh,30,0.75,26,0.5299999999999999,0.6163455103952509,0.38365448960474924,0.0
lmh,30,0.75,27,0.55,0.6090668982347466,0.3909331017652535,0.0
lmh,30,0.75,28,0.57,0.6018361537910464,0.3981638462089536,0.0
lmh,30,0.75,29,0.59,0.5946968602668172,0.4053031397331828,0.0
lmh,30,0.75,30,0.61,0.5876827686294762,0.4123172313705238,0.0
lmh,30,0.75,31,0.63,0.5808184658403628,0.4191815341596372,0.0
lmh,30,0.75,32,0.65,0.5741204148343119,0.4258795851656881,0.0
lmh,30,0.75,33,0.6699999999999999,0.567598171038278,0.4324018289617221,0.0
lmh,30,0.75,34,0.69,0.5612556329677627,0.43874436703223724,0.0
lmh,30,0.75,35,0.7100000000000001,0.5550922312449368,0.44490776875506316,0.0
lmh,30,0.75,36,0.73,0.5491039985397638,0.4508960014602363,0.0
lmh,30,0.75,37,0.75,0.5432844919127874,0.4567155080872127,0.0
lmh,30,0.75,38,0.7699999999999999,0.5376255596010463,0.4623744403989538,0.0
lmh,30,0.75,39,0.7899999999999999,0.5321179578196376,0.4678820421803624,0.0
lmh,30,0.75,40,0.81,0.5267518311984395,0.4732481688015605,0.0
lmh,30,0.75,41,0.83,0.5215170744901443,0.4784829255098557,0.0
lmh,30,0.75,42,0.85,0.5164035944101032,0.48359640558989675,0.0
lmh,30,0.75,43,0.8699999999999999,0.5114014898865259,0.4885985101134742,0.0
lmh,30,0.75,44,0.89,0.5065011673541777,0.4934988326458224,0.0
lmh,30,0.75,45,0.91,0.5016934055487617,0.4983065944512383,0.0
lmh,30,0.75,46,0.9299999999999999,0.4969693819147542,0.5030306180852459,0.0
lmh,30,0.75,47,0.95,0.49232067045576283,0.5076793295442371,0.0
lmh,30,0.75,48,0.97,0.4877392187663232,0.5122607812336768,0.0
lmh,30,0.75,49,0.99,0.48321731015125524,0.5167826898487449,0.0
lmh,30,0.75,50,1.01,0.47874751517937875,0.5212524848206213,0.0
lmh,30,0.75,51,1.03,0.4743226357222548,0.5256773642777451,0.0
lmh,30,0.75,52,1.05,0.46993564346700983,0.5300643565329902,0.0
lmh,30,0.75,53,1.07,0.4655796140256687,0.5344203859743314,0.0
lmh,30,0.75,54,1.0899999999999999,0.4612476570564916,0.5387523429435084,0.0
lmh,30,0.75,55,1.1099999999999999,0.45693284222326014,0.5430671577767399,0.0
lmh,30,0.75,56,1.13,0.45262812030341426,0.5473718796965856,0.0
lmh,30,0.75,57,1.15,0.448326238294558,0.5516737617054421,0.0
lmh,30,0.75,58,1.1700000000000002,0.44401964690899226,0.5559803530910078,0.0
lmh,30,0.75,59,1.19,0.43970039835370767,0.5602996016462924,0.0
lmh,40,1.0,0,0.01,0.9164307924857609,0.08356920751423917,0.0
lmh,40,1.0,1,0.029999999999999995,0.8900932749599776,0.10990672504002251,0.0
lmh,40,1.0,2,0.05,0.8684858353815016,0.13151416461849855,0.0
lmh,40,1.0,3,0.07,0.8471523850439843,0.15284761495601576,0.0
lmh,40,1.0,4,0.09,0.8268133119157289,0.17318668808427107,0.0
lmh,40,1.0,5,0.11,0.808192765938322,0.1918072340616781,0.0
lmh,40,1.0,6,0.13,0.7914662197053608,0.20853378029463918,0.0
lmh,40,1.0,7,0.15,0.7765436317591587,0.22345636824084117,0.0
lmh,40,1.0,8,0.16999999999999998,0.7632624307671357,0.23673756923286438,0.0
lmh,40,1.0,9,0.19,0.7514649572790615,0.24853504272093851,0.0
lmh,40,1.0,10,0.21,0.7410207589752602,0.25897924102473985,0.0
lmh,40,1.0,11,0.22999999999999998,0.7318268132364374,0.26817318676356255,0.0
lmh,40,1.0,12,0.25,0.7237993141846182,0.27620068581538176,0.0
lmh,40,1.0,13,0.26999999999999996,0.7168624044263272,0.2831375955736728,0.0
lmh,40,1.0,14,0.29,0.7109364262490842,0.2890635737509158,0.0
lmh,40,1.0,15,0.30999999999999994,0.705927618939172,0.29407238106082795,0.0
lmh,40,1.0,16,0.33,0.7017211069150497,0.2982788930849502,0.0
lmh,40,1.0,17,0.35,0.6981787122496059,0.30182128775039396,0.0
lmh,40,1.0,18,0.37,0.6951422702164337,0.30485772978356634,0.0
lmh,40,1.0,19,0.38999999999999996,0.6924418438625981,0.3075581561374019,0.0
lmh,40,1.0,20,0.41,0.6899069836787635,0.31009301632123665,0.0
lmh,40,1.0,21,0.43,0.687378502332538,0.3126214976674619,0.0
lmh,40,1.0,22,0.45,0.6847184109071995,0.3152815890928004,0.0
lmh,40,1.0,23,0.47,0.681816533046041,0.31818346695395905,0.0
lmh,40,1.0,24,0.49,0.6785934119563581,0.3214065880436419,0.0
lmh,40,1.0,25,0.51,0.6749999949546871,0.3250000050453128,0.0
lmh,40,1.0,26,0.5299999999999999,0.6710150064004683,0.32898499359953187,0.0
lmh,40,1.0,27,0.55,0.666640949975645,0.3333590500243549,0.0
lmh,40,1.0,28,0.57,0.6618994935849549,0.3381005064150451,0.0
lmh,40,1.0,29,0.59,0.6568267535532392,0.3431732464467609,0.0
lmh,40,1.0,30,0.61,0.6514688025329753,0.3485311974670247,0.0
lmh,40,1.0,31,0.63,0.6458775992685433,0.3541224007314567,0.0
lmh,40,1.0,32,0.65,0.6401074616655187,0.3598925383344813,0.0
lmh,40,1.0,33,0.6699999999999999,0.6342121533207324,0.36578784667926756,0.0
lmh,40,1.0,34,0.69,0.6282426113633062,0.37175738863669394,0.0
lmh,40,1.0,35,0.7100000000000001,0.6222453042835503,0.3777546957164496,0.0
lmh,40,1.0,36,0.73,0.6162611735335087,0.38373882646649127,0.0
lmh,40,1.0,37,0.75,0.610325085543738,0.389674914456262,0.0
lmh,40,1.0,38,0.7699999999999999,0.6044657039777623,0.39553429602223766,0.0
lmh,40,1.0,39,0.7899999999999999,0.5987056859591796,0.4012943140408204,0.0
lmh,40,1.0,40,0.81,0.5930621091426909,0.40693789085730925,0.0
lmh,40,1.0,41,0.83,0.5875470462560796,0.4124529537439204,0.0
lmh,40,1.0,42,0.85,0.5821682172916712,0.41783178270832877,0.0
lmh,40,1.0,43,0.8699999999999999,0.5769296644238958,0.4230703355761041,0.0
lmh,40,1.0,44,0.89,0.571832409175051,0.428167590824949,0.0
lmh,40,1.0,45,0.91,0.5668750642208195,0.4331249357791806,0.0
lmh,40,1.0,46,0.9299999999999999,0.5620543829677103,0.4379456170322899,0.0
lmh,40,1.0,47,0.95,0.5573657385053434,0.44263426149465657,0.0
lmh,40,1.0,48,0.97,0.5528035298610989,0.4471964701389012,0.0
lmh,40,1.0,49,0.99,0.5483615179288093,0.4516384820711907,0.0
lmh,40,1.0,50,1.01,0.5440330963321983,0.4559669036678017,0.0
lmh,40,1.0,51,1.03,0.5398115041473642,0.46018849585263577,0.0
lmh,40,1.0,52,1.05,0.5356899881495141,0.4643100118504858,0.0
lmh,40,1.0,53,1.07,0.5316619223296629,0.4683380776703371,0.0
lmh,40,1.0,54,1.0899999999999999,0.5277208920621244,0.47227910793787564,0.0
lmh,40,1.0,55,1.1099999999999999,0.5238607496635467,0.4761392503364534,0.0
lmh,40,1.0,56,1.13,0.5200756472979836,0.47992435270201633,0.0
lmh,40,1.0,57,1.15,0.5163600523436216,0.48363994765637836,0.0
lmh,40,1.0,58,1.1700000000000002,0.5127087495100559,0.4872912504899442,0.0
lmh,40,1.0,59,1.19,0.5091168332219406,0.49088316677805943,0.0
